country,cluster,year
IS,1,1972
IT,2,1972
JM,2,1972
JO,1,1972
JP,2,1972
KE,2,1972
KH,3,1972
KP,3,1972
KR,2,1972
KW,2,1972
KY,4,1972
KZ,2,1972
LA,2,1972
LB,2,1972
LI,1,1972
LK,2,1972
LR,3,1972
LS,0,1972
LT,1,1972
LU,2,1972
LV,1,1972
LY,1,1972
MA,2,1972
MC,1,1972
MD,1,1972
MG,1,1972
MK,0,1972
ML,2,1972
MM,4,1972
MN,2,1972
MT,2,1972
MU,4,1972
MW,3,1972
MX,2,1972
MY,2,1972
MZ,1,1972
NE,2,1972
NG,2,1972
NL,2,1972
NO,2,1972
NP,2,1972
NZ,2,1972
OM,4,1972
PA,3,1972
PE,3,1972
PF,0,1972
PG,3,1972
PH,2,1972
PK,2,1972
PL,1,1972
PR,2,1972
PT,2,1972
PW,1,1972
PY,1,1972
QA,4,1972
RE,0,1972
RO,1,1972
RS,1,1972
RU,1,1972
SA,2,1972
SB,0,1972
SC,1,1972
SD,2,1972
SE,2,1972
SG,2,1972
SI,1,1972
SK,2,1972
SL,2,1972
SN,3,1972
SS,1,1972
ST,4,1972
SV,0,1972
TG,3,1972
TH,2,1972
TJ,1,1972
TM,1,1972
TN,1,1972
TR,2,1972
TT,2,1972
TW,2,1972
TZ,2,1972
UA,1,1972
UG,2,1972
US,2,1972
UY,2,1972
UZ,1,1972
VA,3,1972
VE,2,1972
VG,3,1972
VI,0,1972
VN,2,1972
YE,2,1972
ZA,2,1972
ZM,2,1972
ZW,4,1972
AE,2,1973
AF,0,1973
AL,0,1973
AM,3,1973
AO,3,1973
AR,3,1973
AS,4,1973
AT,3,1973
AU,3,1973
AW,4,1973
AZ,3,1973
BA,2,1973
BB,2,1973
BD,3,1973
BE,3,1973
BG,3,1973
BI,3,1973
BJ,0,1973
BM,3,1973
BN,3,1973
BO,2,1973
BR,3,1973
BS,2,1973
BW,4,1973
BY,0,1973
CA,3,1973
CD,2,1973
CG,2,1973
CH,3,1973
CI,1,1973
CL,3,1973
CM,2,1973
CN,3,1973
CO,2,1973
CR,3,1973
CU,3,1973
CY,2,1973
CZ,3,1973
DE,3,1973
DK,2,1973
DO,4,1973
DZ,3,1973
EC,3,1973
EE,3,1973
EG,3,1973
ES,3,1973
ET,2,1973
FI,2,1973
FJ,2,1973
FR,3,1973
GA,0,1973
GB,3,1973
GD,1,1973
GE,0,1973
GH,3,1973
GL,2,1973
GM,2,1973
GP,1,1973
GR,3,1973
GT,2,1973
GU,4,1973
GW,1,1973
GY,4,1973
HK,2,1973
HN,2,1973
HR,3,1973
HU,3,1973
ID,2,1973
IE,3,1973
IL,3,1973
IN,3,1973
IQ,2,1973
IR,2,1973
IS,2,1973
IT,3,1973
JM,2,1973
JO,0,1973
JP,3,1973
KE,2,1973
KG,0,1973
KH,4,1973
KR,2,1973
KW,3,1973
KY,4,1973
KZ,3,1973
LA,1,1973
LB,3,1973
LI,0,1973
LK,3,1973
LR,2,1973
LT,0,1973
LU,2,1973
LV,0,1973
LY,3,1973
MA,3,1973
MC,0,1973
MD,3,1973
MG,1,1973
MK,4,1973
ML,2,1973
MM,2,1973
MN,3,1973
MT,3,1973
MU,1,1973
MW,2,1973
MX,3,1973
MY,2,1973
MZ,4,1973
NC,0,1973
NE,1,1973
NG,2,1973
NI,4,1973
NL,3,1973
NO,3,1973
NP,2,1973
NZ,3,1973
OM,0,1973
PA,4,1973
PE,2,1973
PF,1,1973
PG,2,1973
PH,2,1973
PK,3,1973
PL,3,1973
PR,3,1973
PS,4,1973
PT,3,1973
PY,2,1973
QA,4,1973
RE,1,1973
RO,3,1973
RS,3,1973
RU,0,1973
RW,2,1973
SA,3,1973
SB,3,1973
SC,3,1973
SD,3,1973
SE,2,1973
SG,2,1973
SI,3,1973
SK,3,1973
SL,3,1973
SM,4,1973
SN,2,1973
SR,2,1973
SS,3,1973
TG,0,1973
TH,3,1973
TJ,0,1973
TM,0,1973
TN,3,1973
TO,1,1973
TR,3,1973
TT,3,1973
TW,3,1973
TZ,2,1973
UA,0,1973
UG,2,1973
US,3,1973
UY,2,1973
UZ,3,1973
VA,0,1973
VE,3,1973
VG,0,1973
VI,1,1973
VN,2,1973
YE,1,1973
ZA,2,1973
ZM,2,1973
ZW,2,1973
AE,3,1974
AF,3,1974
AG,3,1974
AL,4,1974
AM,2,1974
AO,4,1974
AR,2,1974
AS,3,1974
AT,2,1974
AU,2,1974
AZ,2,1974
BA,0,1974
BB,0,1974
BD,0,1974
BE,2,1974
BF,1,1974
BG,2,1974
BI,4,1974
BJ,0,1974
BM,3,1974
BN,2,1974
BO,4,1974
BR,2,1974
BS,3,1974
BW,0,1974
BY,4,1974
CA,2,1974
CD,2,1974
CF,3,1974
CH,2,1974
CI,3,1974
CL,0,1974
CM,0,1974
CN,2,1974
CO,0,1974
CR,2,1974
CU,0,1974
CY,3,1974
CZ,2,1974
DE,2,1974
DK,2,1974
DO,0,1974
DZ,2,1974
EC,2,1974
EE,2,1974
EG,2,1974
ES,2,1974
ET,0,1974
FI,2,1974
FJ,3,1974
FR,2,1974
GA,3,1974
GB,2,1974
GD,3,1974
GE,4,1974
GH,2,1974
GI,1,1974
GL,0,1974
GM,2,1974
GN,1,1974
GP,0,1974
GR,2,1974
GT,0,1974
GU,2,1974
GY,0,1974
HK,2,1974
HN,0,1974
HR,2,1974
HU,2,1974
ID,2,1974
IE,2,1974
IL,2,1974
IN,2,1974
IQ,2,1974
IR,2,1974
IS,4,1974
IT,2,1974
JM,2,1974
JO,2,1974
JP,2,1974
KE,2,1974
KH,2,1974
KR,0,1974
KW,4,1974
KZ,4,1974
LA,3,1974
LB,2,1974
LI,4,1974
LK,2,1974
LT,4,1974
LU,3,1974
LV,2,1974
LY,2,1974
MA,0,1974
MC,4,1974
MD,2,1974
MG,2,1974
MK,4,1974
ML,1,1974
MM,0,1974
MQ,4,1974
MT,2,1974
MU,0,1974
MV,2,1974
MW,0,1974
MX,0,1974
MY,2,1974
MZ,4,1974
NE,2,1974
NG,0,1974
NL,2,1974
NO,2,1974
NP,0,1974
NU,0,1974
NZ,2,1974
OM,1,1974
PA,0,1974
PE,0,1974
PG,0,1974
PH,0,1974
PK,2,1974
PL,2,1974
PR,2,1974
PS,0,1974
PT,2,1974
PW,3,1974
PY,0,1974
QA,0,1974
RO,4,1974
RS,2,1974
RU,4,1974
RW,1,1974
SA,2,1974
SC,4,1974
SD,3,1974
SE,2,1974
SG,2,1974
SI,4,1974
SK,2,1974
SL,2,1974
SM,1,1974
SN,0,1974
SR,4,1974
SS,2,1974
SV,1,1974
TD,0,1974
TG,4,1974
TH,2,1974
TJ,4,1974
TN,2,1974
TO,3,1974
TR,2,1974
TT,2,1974
TW,2,1974
TZ,0,1974
UA,4,1974
UG,0,1974
US,2,1974
UY,0,1974
UZ,4,1974
VA,4,1974
VE,2,1974
VG,4,1974
VI,2,1974
VN,2,1974
WS,2,1974
ZA,2,1974
ZM,0,1974
ZW,0,1974
AE,2,1975
AF,3,1975
AG,1,1975
AL,2,1975
AM,4,1975
AO,0,1975
AR,4,1975
AS,0,1975
AT,4,1975
AU,4,1975
AZ,4,1975
BA,2,1975
BB,0,1975
BD,4,1975
BE,4,1975
BG,4,1975
BH,1,1975
BI,4,1975
BJ,3,1975
BM,0,1975
BN,4,1975
BO,1,1975
BR,4,1975
BS,3,1975
BT,2,1975
BW,3,1975
BY,0,1975
CA,4,1975
CD,4,1975
CF,1,1975
CG,1,1975
CH,4,1975
CI,2,1975
CL,4,1975
CM,2,1975
CN,4,1975
CO,2,1975
CR,3,1975
CU,2,1975
CY,2,1975
CZ,4,1975
DE,4,1975
DK,2,1975
DO,3,1975
DZ,4,1975
EC,2,1975
EE,4,1975
EG,4,1975
ES,4,1975
ET,2,1975
FI,2,1975
FJ,4,1975
FR,4,1975
GB,4,1975
GE,0,1975
GH,4,1975
GI,2,1975
GL,4,1975
GM,2,1975
GP,1,1975
GR,4,1975
GT,2,1975
GU,3,1975
GY,3,1975
HK,4,1975
HN,2,1975
HR,4,1975
HU,4,1975
ID,2,1975
IE,4,1975
IL,4,1975
IN,4,1975
IQ,4,1975
IR,4,1975
IS,4,1975
IT,4,1975
JM,4,1975
JO,4,1975
JP,4,1975
KE,2,1975
KH,1,1975
KR,2,1975
KW,4,1975
KY,0,1975
KZ,4,1975
LA,1,1975
LB,2,1975
LI,0,1975
LK,4,1975
LR,3,1975
LS,3,1975
LT,0,1975
LU,2,1975
LV,0,1975
LY,0,1975
MA,4,1975
MC,0,1975
MD,0,1975
ME,3,1975
MG,3,1975
MK,4,1975
ML,4,1975
MM,2,1975
MN,4,1975
MT,2,1975
MU,1,1975
MW,4,1975
MX,4,1975
MY,2,1975
MZ,4,1975
NC,0,1975
NE,4,1975
NG,2,1975
NI,3,1975
NL,4,1975
NO,4,1975
NP,2,1975
NZ,4,1975
OM,2,1975
PA,3,1975
PE,4,1975
PF,2,1975
PG,3,1975
PH,2,1975
PK,4,1975
PL,4,1975
PR,4,1975
PS,3,1975
PT,4,1975
PW,0,1975
PY,2,1975
QA,3,1975
RO,4,1975
RS,4,1975
RU,0,1975
SA,4,1975
SB,2,1975
SD,4,1975
SE,2,1975
SG,4,1975
SI,4,1975
SK,4,1975
SL,4,1975
SN,2,1975
SR,1,1975
SS,4,1975
SV,2,1975
SY,2,1975
TD,1,1975
TG,1,1975
TH,2,1975
TJ,4,1975
TM,1,1975
TN,4,1975
TR,4,1975
TT,4,1975
TW,4,1975
TZ,2,1975
UA,0,1975
UG,2,1975
US,4,1975
UY,2,1975
UZ,0,1975
VE,4,1975
VG,0,1975
VI,3,1975
VN,4,1975
WS,0,1975
YE,3,1975
ZA,4,1975
ZM,3,1975
ZW,2,1975
AE,4,1976
AF,2,1976
AL,2,1976
AM,0,1976
AO,1,1976
AR,0,1976
AT,0,1976
AU,0,1976
AZ,2,1976
BA,2,1976
BB,4,1976
BD,0,1976
BE,0,1976
BF,3,1976
BG,2,1976
BH,4,1976
BI,0,1976
BJ,1,1976
BM,2,1976
BN,2,1976
BO,2,1976
BR,0,1976
BS,1,1976
BW,0,1976
BY,2,1976
CA,0,1976
CD,0,1976
CG,2,1976
CH,0,1976
CI,2,1976
CL,0,1976
CM,4,1976
CN,0,1976
CO,0,1976
CR,0,1976
CU,0,1976
CY,4,1976
CZ,0,1976
DE,2,1976
DK,0,1976
DO,3,1976
DZ,0,1976
EC,0,1976
EE,2,1976
EG,0,1976
ES,0,1976
ET,0,1976
FI,4,1976
FJ,0,1976
FR,2,1976
GA,1,1976
GB,0,1976
GD,4,1976
GE,2,1976
GH,0,1976
GI,3,1976
GL,1,1976
GM,3,1976
GP,2,1976
GR,0,1976
GT,4,1976
GU,2,1976
GW,3,1976
GY,1,1976
HK,0,1976
HR,0,1976
HU,0,1976
ID,0,1976
IE,0,1976
IL,0,1976
IN,2,1976
IQ,0,1976
IR,0,1976
IS,0,1976
IT,0,1976
JM,4,1976
JO,2,1976
JP,0,1976
KE,0,1976
KH,4,1976
KR,4,1976
KW,2,1976
KZ,2,1976
LA,4,1976
LB,0,1976
LI,2,1976
LK,0,1976
LS,1,1976
LT,2,1976
LU,0,1976
LV,2,1976
LY,2,1976
MA,4,1976
MC,2,1976
MD,2,1976
ME,1,1976
MG,4,1976
MK,2,1976
MM,0,1976
MN,4,1976
MR,1,1976
MT,0,1976
MU,4,1976
MW,4,1976
MX,0,1976
MY,0,1976
MZ,2,1976
NE,4,1976
NG,0,1976
NI,1,1976
NL,0,1976
NO,0,1976
NP,4,1976
NZ,0,1976
OM,3,1976
PA,0,1976
PE,0,1976
PF,1,1976
PG,0,1976
PH,0,1976
PK,0,1976
PL,2,1976
PR,0,1976
PS,1,1976
PT,0,1976
PY,4,1976
QA,4,1976
RO,2,1976
RS,2,1976
RU,2,1976
RW,1,1976
SA,2,1976
SB,3,1976
SD,4,1976
SE,0,1976
SG,0,1976
SI,2,1976
SK,2,1976
SL,4,1976
SM,3,1976
SN,4,1976
SS,2,1976
ST,3,1976
SV,1,1976
TH,0,1976
TJ,2,1976
TN,4,1976
TR,0,1976
TT,0,1976
TW,0,1976
TZ,4,1976
UA,2,1976
UG,4,1976
US,0,1976
UY,3,1976
UZ,2,1976
VA,2,1976
VE,0,1976
VG,2,1976
VI,0,1976
VN,0,1976
WS,4,1976
YE,2,1976
ZA,0,1976
ZM,0,1976
ZW,4,1976
AE,1,1977
AF,3,1977
AL,2,1977
AM,3,1977
AO,3,1977
AR,2,1977
AT,2,1977
AU,2,1977
AZ,3,1977
BA,0,1977
BB,0,1977
BD,2,1977
BE,2,1977
BF,1,1977
BG,3,1977
BH,1,1977
BI,3,1977
BJ,0,1977
BM,3,1977
BN,3,1977
BO,3,1977
BR,2,1977
BT,1,1977
BW,0,1977
BY,3,1977
CA,2,1977
CD,2,1977
CG,1,1977
CH,2,1977
CI,3,1977
CL,2,1977
CM,2,1977
CN,3,1977
CO,2,1977
CR,0,1977
CU,0,1977
CY,2,1977
CZ,3,1977
DE,3,1977
DJ,4,1977
DK,2,1977
DO,4,1977
DZ,3,1977
EC,2,1977
EE,2,1977
EG,3,1977
ES,2,1977
ET,2,1977
FI,2,1977
FJ,2,1977
FR,3,1977
GB,2,1977
GD,0,1977
GE,3,1977
GH,0,1977
GI,1,1977
GL,1,1977
GM,1,1977
GP,0,1977
GR,3,1977
GT,2,1977
GU,0,1977
GW,4,1977
GY,4,1977
HK,2,1977
HN,2,1977
HR,2,1977
HU,2,1977
ID,2,1977
IE,2,1977
IL,2,1977
IN,3,1977
IQ,3,1977
IR,2,1977
IS,2,1977
IT,2,1977
JM,2,1977
JO,3,1977
JP,3,1977
KE,2,1977
KH,0,1977
KR,2,1977
KW,3,1977
KY,3,1977
KZ,0,1977
LA,2,1977
LB,2,1977
LI,4,1977
LK,2,1977
LS,0,1977
LT,3,1977
LU,2,1977
LV,3,1977
LY,3,1977
MA,2,1977
MC,3,1977
ME,4,1977
MG,3,1977
MK,0,1977
ML,1,1977
MM,1,1977
MN,2,1977
MQ,1,1977
MT,2,1977
MU,1,1977
MW,2,1977
MX,0,1977
MY,2,1977
MZ,3,1977
NC,1,1977
NE,0,1977
NG,2,1977
NI,4,1977
NL,2,1977
NO,2,1977
NP,2,1977
NZ,2,1977
OM,1,1977
PA,0,1977
PE,4,1977
PG,2,1977
PH,0,1977
PK,2,1977
PL,3,1977
PR,2,1977
PS,4,1977
PT,2,1977
PW,3,1977
PY,1,1977
QA,0,1977
RO,3,1977
RS,3,1977
RU,3,1977
RW,4,1977
SA,3,1977
SD,2,1977
SE,2,1977
SG,2,1977
SI,3,1977
SK,3,1977
SL,3,1977
SM,4,1977
SN,2,1977
SS,3,1977
ST,1,1977
SV,4,1977
SY,1,1977
SZ,0,1977
TD,0,1977
TG,3,1977
TH,2,1977
TJ,3,1977
TN,3,1977
TO,4,1977
TR,2,1977
TT,0,1977
TW,3,1977
TZ,2,1977
UA,3,1977
UG,2,1977
US,2,1977
UY,1,1977
UZ,3,1977
VA,0,1977
VE,3,1977
VG,3,1977
VI,0,1977
VN,3,1977
YE,2,1977
ZA,2,1977
ZM,0,1977
ZW,3,1977
AE,3,1978
AF,4,1978
AG,1,1978
AL,2,1978
AM,2,1978
AR,0,1978
AT,0,1978
AU,0,1978
AZ,2,1978
BA,2,1978
BB,4,1978
BD,4,1978
BE,0,1978
BF,3,1978
BG,2,1978
BH,0,1978
BI,2,1978
BJ,4,1978
BM,2,1978
BN,0,1978
BO,4,1978
BR,0,1978
BS,2,1978
BT,1,1978
BW,0,1978
BY,2,1978
CA,0,1978
CD,0,1978
CG,3,1978
CH,0,1978
CI,2,1978
CL,0,1978
CM,0,1978
CN,2,1978
CO,4,1978
CR,4,1978
CU,4,1978
CY,3,1978
CZ,2,1978
DE,2,1978
DK,0,1978
DO,4,1978
DZ,0,1978
EC,4,1978
EE,2,1978
EG,2,1978
ES,0,1978
ET,3,1978
FI,0,1978
FJ,4,1978
FM,4,1978
FO,1,1978
FR,2,1978
GA,3,1978
GB,0,1978
GD,3,1978
GE,2,1978
GF,3,1978
GH,4,1978
GI,4,1978
GM,3,1978
GN,4,1978
GP,3,1978
GR,2,1978
GT,4,1978
GU,2,1978
GW,3,1978
GY,4,1978
HK,0,1978
HN,3,1978
HR,0,1978
HU,0,1978
ID,0,1978
IE,0,1978
IL,0,1978
IN,2,1978
IQ,2,1978
IR,0,1978
IS,2,1978
IT,0,1978
JM,0,1978
JO,2,1978
JP,2,1978
KE,3,1978
KH,3,1978
KR,0,1978
KW,0,1978
KZ,2,1978
LA,3,1978
LB,0,1978
LI,2,1978
LK,0,1978
LR,2,1978
LS,4,1978
LT,2,1978
LU,4,1978
LV,2,1978
LY,2,1978
MA,3,1978
MC,1,1978
MD,0,1978
ME,3,1978
ML,3,1978
MM,3,1978
MN,3,1978
MQ,3,1978
MT,2,1978
MU,1,1978
MV,3,1978
MW,4,1978
MX,4,1978
MY,0,1978
MZ,0,1978
NC,2,1978
NE,3,1978
NG,0,1978
NI,4,1978
NL,0,1978
NO,0,1978
NP,0,1978
NZ,0,1978
OM,1,1978
PA,4,1978
PE,4,1978
PG,3,1978
PH,4,1978
PK,0,1978
PL,2,1978
PR,0,1978
PS,4,1978
PT,0,1978
PY,4,1978
QA,1,1978
RE,1,1978
RO,2,1978
RS,2,1978
RU,2,1978
SA,2,1978
SC,3,1978
SD,3,1978
SE,0,1978
SG,0,1978
SI,2,1978
SK,2,1978
SL,3,1978
SN,0,1978
SS,2,1978
ST,1,1978
SV,4,1978
SY,4,1978
SZ,4,1978
TD,4,1978
TG,2,1978
TH,0,1978
TJ,2,1978
TM,2,1978
TN,2,1978
TO,4,1978
TR,0,1978
TT,0,1978
TW,2,1978
TZ,3,1978
UA,2,1978
UG,3,1978
US,0,1978
UY,3,1978
UZ,2,1978
VE,0,1978
VI,4,1978
VN,0,1978
YE,3,1978
ZA,0,1978
ZM,0,1978
ZW,1,1978
AE,0,1979
AF,3,1979
AL,1,1979
AM,3,1979
AR,3,1979
AT,3,1979
AU,3,1979
AZ,1,1979
BA,1,1979
BB,2,1979
BD,3,1979
BE,3,1979
BF,0,1979
BG,1,1979
BH,1,1979
BI,2,1979
BJ,4,1979
BM,2,1979
BN,2,1979
BO,3,1979
BR,3,1979
BS,4,1979
BW,2,1979
BY,1,1979
CA,3,1979
CD,2,1979
CG,0,1979
CH,3,1979
CI,0,1979
CL,3,1979
CM,2,1979
CN,1,1979
CO,2,1979
CR,2,1979
CU,2,1979
CY,0,1979
CZ,1,1979
DE,1,1979
DK,3,1979
DM,4,1979
DO,2,1979
DZ,3,1979
EC,2,1979
EE,1,1979
EG,1,1979
ES,3,1979
ET,0,1979
FI,3,1979
FJ,2,1979
FK,1,1979
FM,4,1979
FR,1,1979
GA,1,1979
GB,3,1979
GD,1,1979
GE,1,1979
GH,2,1979
GI,2,1979
GL,2,1979
GM,0,1979
GP,0,1979
GR,1,1979
GT,2,1979
GU,2,1979
GW,1,1979
GY,3,1979
HK,3,1979
HN,2,1979
HR,3,1979
HT,2,1979
HU,3,1979
ID,3,1979
IE,3,1979
IL,3,1979
IN,1,1979
IQ,1,1979
IR,1,1979
IS,3,1979
IT,3,1979
JM,3,1979
JO,3,1979
JP,1,1979
KE,3,1979
KH,3,1979
KR,3,1979
KW,1,1979
KY,1,1979
KZ,1,1979
LA,3,1979
LB,3,1979
LI,1,1979
LK,3,1979
LR,2,1979
LS,2,1979
LT,1,1979
LU,3,1979
LV,1,1979
LY,1,1979
MA,0,1979
MC,1,1979
MD,1,1979
ME,3,1979
MG,1,1979
MK,1,1979
ML,3,1979
MM,0,1979
MN,1,1979
MT,1,1979
MU,2,1979
MV,0,1979
MW,2,1979
MX,2,1979
MY,3,1979
MZ,3,1979
NC,0,1979
NE,0,1979
NG,3,1979
NI,0,1979
NL,3,1979
NO,3,1979
NP,0,1979
NU,4,1979
NZ,3,1979
OM,4,1979
PA,2,1979
PE,2,1979
PG,2,1979
PH,2,1979
PK,3,1979
PL,1,1979
PR,3,1979
PS,4,1979
PT,3,1979
PY,0,1979
QA,2,1979
RE,4,1979
RO,1,1979
RS,1,1979
RU,1,1979
RW,2,1979
SA,1,1979
SB,2,1979
SC,1,1979
SD,3,1979
SE,3,1979
SG,3,1979
SI,1,1979
SK,1,1979
SL,2,1979
SN,0,1979
SO,2,1979
SR,4,1979
SS,1,1979
SV,4,1979
SY,3,1979
SZ,4,1979
TD,0,1979
TH,3,1979
TJ,1,1979
TM,0,1979
TN,1,1979
TR,3,1979
TT,3,1979
TW,1,1979
TZ,0,1979
UA,1,1979
UG,3,1979
US,3,1979
UY,0,1979
UZ,1,1979
VA,1,1979
VE,3,1979
VG,1,1979
VI,1,1979
VN,1,1979
WS,0,1979
YE,1,1979
ZA,3,1979
ZM,2,1979
ZW,2,1979
AE,0,1980
AF,2,1980
AL,3,1980
AM,3,1980
AO,1,1980
AR,4,1980
AT,4,1980
AU,4,1980
AZ,3,1980
BA,4,1980
BB,0,1980
BD,4,1980
BE,4,1980
BF,2,1980
BG,3,1980
BH,0,1980
BI,1,1980
BJ,4,1980
BM,3,1980
BN,4,1980
