,AD,AE,AF,AG,AL,AM,AO,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BM,BN,BO,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CW,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GH,GI,GL,GM,GN,GP,GQ,GR,GT,GU,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IM,IN,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NC,NE,NG,NI,NL,NO,NP,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WS,XK,YE,ZA,ZM,ZW
QA,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,14.0,0.0,5.0,0.0,10.0,0.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,2.0,0.0,0.0,990.0,0.0,2.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
RE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
RO,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,55.0,25.0,0.0,0.0,0.0,5.0,0.0,1.0,84.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,47.0,0.0,9.0,3.0,53.0,1.0,0.0,0.0,0.0,0.0,4.0,34.0,267.0,0.0,38.0,0.0,0.0,8.0,0.0,4.0,15.0,0.0,100.0,0.0,36.0,0.0,0.0,0.0,0.0,354.0,0.0,171.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,95.0,5.0,24.0,25.0,0.0,84.0,0.0,20.0,5.0,225.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,5.0,0.0,2.0,0.0,13.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,33.0,0.0,0.0,0.0,1.0,0.0,72.0,21.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,56.0,1.0,0.0,33.0,0.0,0.0,2.0,0.0,8676.0,32.0,44.0,0.0,4.0,0.0,0.0,0.0,39.0,5.0,17.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,45.0,0.0,14.0,0.0,13.0,0.0,286.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
RS,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,48.0,18.0,0.0,0.0,0.0,56.0,0.0,2.0,20.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,2.0,21.0,112.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,56.0,0.0,16.0,0.0,0.0,0.0,0.0,61.0,0.0,97.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,7.0,0.0,69.0,0.0,35.0,27.0,8.0,15.0,0.0,10.0,4.0,11.0,0.0,92.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,32.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,1.0,0.0,8.0,0.0,0.0,4.0,0.0,32.0,3963.0,32.0,1.0,4.0,0.0,0.0,0.0,27.0,2.0,63.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,51.0,0.0,3.0,0.0,6.0,0.0,199.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0
RU,0.0,2.0,1.0,0.0,1.0,30.0,0.0,36.0,0.0,158.0,198.0,0.0,0.0,30.0,0.0,0.0,1.0,158.0,0.0,80.0,1.0,0.0,1.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,141.0,0.0,290.0,0.0,0.0,0.0,271.0,1.0,33.0,3.0,379.0,21.0,2.0,8.0,0.0,0.0,7.0,247.0,1713.0,0.0,87.0,0.0,1.0,7.0,16.0,31.0,15.0,0.0,341.0,5.0,263.0,0.0,0.0,0.0,0.0,1019.0,1.0,871.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,76.0,0.0,0.0,0.0,0.0,27.0,0.0,29.0,0.0,84.0,7.0,67.0,154.0,0.0,195.0,7.0,31.0,8.0,491.0,0.0,1.0,5.0,506.0,3.0,7.0,3.0,0.0,1.0,217.0,2.0,0.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,17.0,0.0,1.0,0.0,23.0,4.0,0.0,7.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,101.0,6.0,32.0,0.0,0.0,2.0,0.0,269.0,151.0,2.0,0.0,26.0,4.0,0.0,2.0,0.0,0.0,3.0,12.0,296.0,5.0,0.0,81.0,0.0,0.0,0.0,0.0,44.0,32.0,34692.0,2.0,9.0,0.0,0.0,2.0,260.0,32.0,30.0,2.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,463.0,0.0,1.0,7.0,0.0,68.0,0.0,157.0,3.0,308.0,1.0,1987.0,0.0,33.0,0.0,0.0,1.0,4.0,0.0,26.0,0.0,0.0,0.0,2.0,42.0,0.0,6.0
RW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
SA,0.0,32.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,159.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,96.0,4.0,0.0,0.0,0.0,0.0,3.0,14.0,105.0,0.0,8.0,0.0,0.0,64.0,1.0,2.0,342.0,0.0,37.0,2.0,9.0,0.0,0.0,0.0,0.0,76.0,0.0,188.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,7.0,8.0,6.0,0.0,128.0,1.0,19.0,2.0,29.0,0.0,0.0,41.0,46.0,0.0,0.0,0.0,0.0,0.0,50.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,83.0,0.0,0.0,0.0,2.0,0.0,16.0,4.0,1.0,0.0,5.0,13.0,0.0,0.0,1.0,0.0,1.0,91.0,15.0,1.0,2.0,2.0,0.0,0.0,17.0,0.0,4.0,4.0,9.0,0.0,4532.0,0.0,0.0,15.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,31.0,0.0,48.0,2.0,14.0,0.0,8.0,0.0,427.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0
SB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,335.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
SE,0.0,12.0,0.0,0.0,0.0,4.0,0.0,50.0,0.0,274.0,481.0,0.0,1.0,4.0,0.0,1.0,40.0,315.0,7.0,27.0,3.0,1.0,0.0,1.0,0.0,7.0,135.0,0.0,0.0,2.0,8.0,0.0,504.0,0.0,0.0,0.0,398.0,0.0,48.0,7.0,570.0,24.0,5.0,5.0,0.0,0.0,8.0,154.0,1504.0,0.0,789.0,0.0,0.0,6.0,14.0,91.0,25.0,0.0,624.0,26.0,650.0,1.0,0.0,0.0,6.0,853.0,0.0,1622.0,0.0,3.0,0.0,8.0,0.0,6.0,1.0,0.0,3.0,0.0,142.0,1.0,0.0,4.0,0.0,26.0,2.0,28.0,0.0,126.0,6.0,166.0,98.0,0.0,167.0,1.0,103.0,92.0,744.0,0.0,0.0,6.0,386.0,28.0,0.0,2.0,0.0,0.0,90.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,16.0,0.0,0.0,29.0,19.0,18.0,1.0,10.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,48.0,16.0,5.0,1.0,3.0,4.0,4.0,657.0,682.0,5.0,0.0,70.0,2.0,2.0,4.0,0.0,0.0,2.0,47.0,222.0,6.0,2.0,112.0,0.0,0.0,4.0,0.0,39.0,27.0,260.0,0.0,12.0,0.0,1.0,4.0,24389.0,88.0,23.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,50.0,5.0,0.0,0.0,4.0,0.0,79.0,0.0,47.0,27.0,64.0,22.0,2761.0,10.0,2.0,0.0,0.0,8.0,0.0,0.0,36.0,0.0,0.0,2.0,0.0,130.0,4.0,3.0
SG,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,512.0,0.0,0.0,0.0,1.0,0.0,4.0,42.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,1.0,4.0,0.0,279.0,0.0,0.0,0.0,99.0,0.0,6.0,1.0,1577.0,3.0,0.0,2.0,0.0,0.0,0.0,15.0,221.0,0.0,41.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,55.0,0.0,45.0,2.0,0.0,0.0,0.0,204.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,188.0,0.0,8.0,1.0,6.0,25.0,31.0,50.0,0.0,158.0,0.0,34.0,1.0,107.0,0.0,0.0,4.0,277.0,1.0,0.0,3.0,0.0,0.0,183.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,112.0,0.0,0.0,0.0,2.0,0.0,91.0,25.0,0.0,0.0,81.0,6.0,0.0,0.0,3.0,0.0,12.0,13.0,53.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,5.0,2.0,32.0,1.0,32.0,0.0,0.0,0.0,88.0,13430.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,153.0,0.0,5.0,0.0,1691.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
SI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,92.0,58.0,0.0,0.0,1.0,20.0,0.0,0.0,47.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,36.0,0.0,0.0,0.0,67.0,0.0,4.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,2.0,61.0,186.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,71.0,1.0,15.0,0.0,0.0,0.0,0.0,110.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0,0.0,31.0,1.0,8.0,11.0,0.0,30.0,0.0,2.0,0.0,125.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,58.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,59.0,2.0,0.0,26.0,0.0,0.0,1.0,0.0,17.0,63.0,30.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,4055.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,1.0,22.0,0.0,251.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
SJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,0.0,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,109.0,35.0,0.0,0.0,1.0,3.0,0.0,1.0,29.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,69.0,0.0,0.0,0.0,52.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,2.0,299.0,237.0,0.0,29.0,0.0,0.0,2.0,2.0,11.0,6.0,0.0,92.0,0.0,51.0,0.0,0.0,0.0,0.0,160.0,0.0,139.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,46.0,0.0,10.0,8.0,0.0,34.0,1.0,9.0,2.0,114.0,0.0,0.0,8.0,90.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,2.0,0.0,38.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,16.0,18.0,81.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,19.0,0.0,3970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,22.0,0.0,55.0,1.0,249.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
