year,cluster,country,countries_share,medoid,total_articles,total_articles_share,mean_distance,n_stayed
1971,0,118,0.5412844036697247,AU,180010.0,0.9717191455824323,0.4732596509277494,
1971,1,36,0.1651376146788991,UA,5205.0,0.02809731766433287,0.5558185896678398,
1971,2,11,0.05045871559633028,SC,34.0,0.00018353675323483528,0.7528001184979414,
1972,0,113,0.518348623853211,AU,184138.0,0.9172731574883559,0.47448682893377236,95.0
1972,1,40,0.1834862385321101,RU,16544.0,0.08241301153204314,0.5308857487561653,23.0
1972,2,14,0.06422018348623854,VI,63.0,0.00031383097960098634,0.716928106024664,2.0
1973,0,94,0.43119266055045874,PT,144430.0,0.6815211185194623,0.500198339266847,75.0
1973,1,61,0.2798165137614679,IN,67390.0,0.3179928558957735,0.49037579059189645,30.0
1973,2,16,0.07339449541284404,GY,103.0,0.0004860255847642776,0.7009777011928452,1.0
1974,0,114,0.5229357798165137,ZA,208623.0,0.9484631226728618,0.48487213601763873,72.0
1974,1,37,0.16972477064220184,RU,11189.0,0.05086857096095181,0.5387550237195019,25.0
1974,2,18,0.08256880733944955,PW,147.0,0.0006683063661864256,0.6687722457375476,1.0
1975,0,106,0.48623853211009177,JM,203026.0,0.9135644700429725,0.48066704195689436,83.0
1975,1,43,0.19724770642201836,RU,18996.0,0.08547708506760861,0.5196714324411305,24.0
1975,2,23,0.10550458715596331,AF,213.0,0.0009584448894188585,0.6507540319149224,4.0
1976,0,106,0.48623853211009177,BE,227764.0,0.9696458828237418,0.44944542075357097,64.0
1976,1,44,0.2018348623853211,NP,7045.0,0.029992251824227097,0.5807667360769511,4.0
1976,2,16,0.07339449541284404,GY,85.0,0.0003618653520311289,0.7389146413682466,10.0
1977,0,79,0.3623853211009174,NG,163846.0,0.6516202414851816,0.48351963089232464,40.0
1977,1,75,0.3440366972477064,FR,87398.0,0.34758435277835226,0.4493389398810195,6.0
1977,2,18,0.08256880733944955,DJ,200.0,0.0007954057364661714,0.7176536536257473,10.0
1978,0,83,0.38073394495412843,DE,250927.0,0.9407246061678501,0.44229456636858777,27.0
1978,1,59,0.2706422018348624,MX,15185.0,0.05692852162046653,0.512159634693443,13.0
1978,2,32,0.14678899082568808,GW,626.0,0.0023468722116833747,0.6269621209272925,3.0
1979,0,76,0.3486238532110092,AU,210250.0,0.7525780945187974,0.4744947379899933,38.0
1979,1,54,0.24770642201834864,SK,67194.0,0.24051715806466623,0.5073035294709815,7.0
1979,2,50,0.22935779816513763,PA,1929.0,0.006904747416536315,0.5847704604466669,6.0
1980,0,104,0.47706422018348627,MY,219909.0,0.7330324434414781,0.4670378573239906,64.0
1980,1,47,0.21559633027522937,SK,79925.0,0.2664175547251824,0.4892838618605165,38.0
1980,2,22,0.10091743119266056,AO,165.0,0.0005500018333394445,0.71018752829251,15.0
1981,0,105,0.481651376146789,CL,236449.0,0.7378424764401174,0.47793125746399656,87.0
1981,1,55,0.25229357798165136,CN,83818.0,0.2615552643075579,0.48679440468025426,41.0
1981,2,18,0.08256880733944955,NC,193.0,0.0006022592523247831,0.7075637276818796,9.0
1982,0,90,0.41284403669724773,AU,245420.0,0.7496464364150638,0.4660291241086727,75.0
1982,1,60,0.27522935779816515,CN,81300.0,0.24833450933316228,0.49453930025974735,42.0
1982,2,33,0.15137614678899083,PY,661.0,0.002019054251773927,0.6363685570389583,12.0
1983,0,102,0.46788990825688076,AU,318708.0,0.9297091049112612,0.4783417681108821,75.0
1983,1,44,0.2018348623853211,RU,22788.0,0.06647530367206918,0.5211325392003152,33.0
1983,2,35,0.16055045871559634,GH,1308.0,0.003815591416669584,0.6072777285539622,23.0
1984,0,114,0.5229357798165137,NZ,340609.0,0.9321563551077042,0.4748496625920673,89.0
1984,1,41,0.18807339449541285,RU,24476.0,0.06698431030188917,0.5233005497857088,36.0
1984,2,24,0.11009174311926606,RE,314.0,0.0008593345904066513,0.6680662460294636,16.0
1985,0,98,0.44954128440366975,TR,367466.0,0.9642322033498033,0.44931338065998516,58.0
1985,1,23,0.10550458715596331,SM,518.0,0.0013592340007924492,0.6564645786149227,2.0
1985,2,60,0.27522935779816515,SD,13113.0,0.03440856264940422,0.5415213291281556,10.0
1986,0,98,0.44954128440366975,AU,368571.0,0.9230474482717168,0.46051024547576547,52.0
1986,1,44,0.2018348623853211,TW,26782.0,0.06707271261063166,0.5108830041857451,3.0
1986,2,37,0.16972477064220184,DO,3945.0,0.009879839117651478,0.5599327911483425,13.0
1987,0,121,0.555045871559633,AU,406769.0,0.9272208380727472,0.46339622047474976,86.0
1987,1,46,0.21100917431192662,CN,31586.0,0.07199958057611518,0.49433226084695353,35.0
1987,2,17,0.0779816513761468,MV,342.0,0.0007795813511375733,0.7020713724945808,13.0
1988,0,99,0.4541284403669725,MY,391151.0,0.8542559813053496,0.46694056286078356,91.0
1988,1,58,0.26605504587155965,RO,65278.0,0.14256418096246873,0.4807929676722877,41.0
1988,2,32,0.14678899082568808,PE,1456.0,0.0031798377321816612,0.5894231904587088,11.0
1989,0,97,0.44495412844036697,AU,369363.0,0.7633911686593847,0.45975730886678023,81.0
1989,1,52,0.23853211009174313,RS,113484.0,0.2345461873120524,0.48046771718814524,42.0
1989,2,40,0.1834862385321101,DO,998.0,0.0020626440285628662,0.5918092970408304,24.0
1990,0,77,0.3532110091743119,DE,434665.0,0.840400068057199,0.4397358648467653,27.0
1990,1,66,0.30275229357798167,NG,78825.0,0.15240365652769078,0.5029950532627113,2.0
1990,2,45,0.20642201834862386,BO,3722.0,0.007196275415110245,0.5610406041295342,28.0
1991,0,92,0.42201834862385323,AU,402088.0,0.7500928083335354,0.45185595358443026,23.0
1991,1,60,0.27522935779816515,GR,132825.0,0.24778425933353357,0.45648231769952463,4.0
1991,2,33,0.15137614678899083,GH,1138.0,0.0021229323329310084,0.5993374843443467,22.0
1992,0,97,0.44495412844036697,MY,416787.0,0.751606771885279,0.4359284403736087,77.0
1992,1,53,0.24311926605504589,RS,135037.0,0.2435170090599573,0.46022973010576784,46.0
1992,2,37,0.16972477064220184,PE,2704.0,0.004876219054763691,0.5771123865334435,24.0
1993,0,99,0.4541284403669725,UY,375908.0,0.6455173645455544,0.48182969832304284,75.0
1993,1,75,0.3440366972477064,GR,205675.0,0.35318956753489394,0.46678273634533496,46.0
1993,2,25,0.11467889908256881,DM,753.0,0.001293067919551599,0.6654584730043858,18.0
1994,0,109,0.5,BE,547485.0,0.9126986111597342,0.44990680967136326,69.0
1994,1,34,0.1559633027522936,RU,44676.0,0.07447824717055679,0.5090516173587025,31.0
1994,2,54,0.24770642201834864,CO,7692.0,0.01282314166970908,0.5314802256362094,16.0
1995,0,109,0.5,AU,516798.0,0.832239082858675,0.44103846113721096,80.0
1995,1,49,0.22477064220183487,CN,102613.0,0.16524550986918915,0.47297758765986264,30.0
1995,2,37,0.16972477064220184,PE,1562.0,0.0025154072721358255,0.5608053886516143,28.0
1996,0,106,0.48623853211009177,IE,560210.0,0.837381652072789,0.460218870323319,85.0
1996,1,55,0.25229357798165136,CN,106414.0,0.15906379951031538,0.4894266724905903,40.0
1996,2,38,0.1743119266055046,PE,2378.0,0.0035545484168956146,0.5919482291316448,22.0
1997,0,99,0.4541284403669725,IE,556997.0,0.8140695952868479,0.44002275085608283,83.0
1997,1,53,0.24311926605504589,AZ,123204.0,0.1800667336048862,0.46177596502880547,41.0
1997,2,41,0.18807339449541285,LU,4012.0,0.005863671108265993,0.5411364016312211,23.0
1998,0,91,0.41743119266055045,DK,513040.0,0.7215722015237629,0.45965430362314347,77.0
1998,1,62,0.28440366972477066,SK,193267.0,0.2718230443472109,0.473103975662214,51.0
1998,2,45,0.20642201834862386,BW,4696.0,0.006604754129026179,0.5515788027354852,30.0
1999,0,107,0.4908256880733945,IE,528021.0,0.7126866678904233,0.42693052148574795,80.0
1999,1,57,0.26146788990825687,SK,211321.0,0.2852266469425878,0.45167105365856597,50.0
1999,2,31,0.14220183486238533,RE,1546.0,0.0020866851669888026,0.5910267479859099,22.0
2000,0,104,0.47706422018348627,IE,566985.0,0.6954046884026243,0.4216845815561148,93.0
2000,1,60,0.27522935779816515,CN,246769.0,0.3026611278118948,0.4432477481498721,51.0
2000,2,34,0.1559633027522936,LU,1577.0,0.0019341837854809888,0.5711207456572327,19.0
2001,0,100,0.45871559633027525,IE,584179.0,0.6807383281575007,0.4222933218331375,82.0
2001,1,59,0.2706422018348624,CN,269239.0,0.31374169002103347,0.43287473351837075,49.0
2001,2,40,0.1834862385321101,PE,4737.0,0.005519981821465819,0.535920933319471,19.0
2002,0,76,0.3486238532110092,IE,709104.0,0.6427584706586175,0.4119124419505679,60.0
2002,1,72,0.3302752293577982,CN,388340.0,0.3520059462301264,0.4227805783050559,48.0
2002,2,53,0.24311926605504589,PE,5776.0,0.005235583111256141,0.5237088959888373,26.0
2003,0,94,0.43119266055045874,GB,727883.0,0.6396086863682576,0.43464619234518315,65.0
2003,1,73,0.3348623853211009,CN,404548.0,0.3554862730039112,0.43016752828320315,61.0
2003,2,35,0.16055045871559634,PE,5582.0,0.004905040627831141,0.5537957070842889,27.0
2004,0,109,0.5,PH,675937.0,0.5518330565746914,0.42456947950664714,67.0
2004,1,76,0.3486238532110092,JO,548599.0,0.4478746732370311,0.4225080481543057,53.0
2004,2,20,0.09174311926605505,MS,358.0,0.00029227018827751626,0.6413783209717256,12.0
