year,cluster,country,countries_share,medoid,total_articles,total_articles_share,mean_distance,n_stayed
2005,0,100,0.45871559633027525,DK,906862.0,0.655790601025561,0.3760617428148221,67.0
2005,1,54,0.24770642201834864,CN,468048.0,0.3384654768077301,0.41131525425938986,43.0
2005,2,48,0.22018348623853212,PE,7943.0,0.005743922166708971,0.472243483245291,11.0
2006,0,94,0.43119266055045874,NL,981625.0,0.6221546308966442,0.3904738585639887,80.0
2006,1,59,0.2706422018348624,CN,581267.0,0.36840744259508434,0.4183404671009882,45.0
2006,2,54,0.24770642201834864,BO,14891.0,0.009437926508271416,0.45688702637270984,37.0
2007,0,103,0.4724770642201835,PH,797498.0,0.46550823411708186,0.4131711829256912,59.0
2007,1,88,0.4036697247706422,BG,915386.0,0.534320738604359,0.4020910284681996,51.0
2007,2,19,0.0871559633027523,TD,293.0,0.00017102727855907476,0.6193942795623687,9.0
2008,0,99,0.4541284403669725,AU,1096936.0,0.5915027851323005,0.3826569790803923,67.0
2008,1,60,0.27522935779816515,CN,738181.0,0.3980506770055379,0.4254196596738945,53.0
2008,2,49,0.22477064220183487,PE,19373.0,0.010446537862161565,0.4836572878553196,12.0
2009,0,88,0.4036697247706422,NL,1167806.0,0.5808393627810116,0.3548497962091224,71.0
2009,1,62,0.28440366972477066,CN,815413.0,0.4055673350910622,0.4142454887133099,49.0
2009,2,57,0.26146788990825687,PE,27330.0,0.013593302127926253,0.4513130899445765,36.0
2010,0,106,0.48623853211009177,PH,927670.0,0.43576088697612,0.38689272282993786,51.0
2010,1,89,0.40825688073394495,JO,1201113.0,0.5642071709105052,0.3801058333565182,52.0
2010,2,11,0.05045871559633028,DJ,68.0,3.1942113374773525e-05,0.7299764286444431,3.0
2011,0,90,0.41284403669724773,DK,1287287.0,0.5535870636582098,0.34941241165008274,55.0
2011,1,55,0.25229357798165136,CN,945353.0,0.40654119197232597,0.4146950645433931,49.0
2011,2,64,0.29357798165137616,CR,92716.0,0.039871744369464286,0.4091856158302259,2.0
2012,0,118,0.5412844036697247,AU,1476385.0,0.6178175469665788,0.3570945768138297,80.0
2012,1,53,0.24311926605504589,DZ,905823.0,0.37905650886855885,0.4093049665950681,42.0
2012,2,37,0.16972477064220184,BO,7470.0,0.003125944164862379,0.44897950195467523,27.0
2013,0,87,0.39908256880733944,BG,2049952.0,0.7981563325064759,0.3595010432458777,40.0
2013,1,42,0.1926605504587156,PY,56377.0,0.02195059179810922,0.42079525557437386,4.0
2013,2,80,0.3669724770642202,ZA,462030.0,0.17989307569541485,0.346897199901353,32.0
2014,0,117,0.536697247706422,FI,2560025.0,0.9438628315239733,0.33639504240250306,81.0
2014,1,45,0.20642201834862386,CG,75066.0,0.027676295079609996,0.4521915516057236,31.0
2014,2,50,0.22935779816513763,BO,77194.0,0.028460873396416675,0.41324793871509147,42.0
2015,0,95,0.43577981651376146,BG,2183654.0,0.8024602390343374,0.32658646387605,86.0
2015,1,50,0.22935779816513763,SV,119595.0,0.043949376726950144,0.3811749680191372,4.0
2015,2,63,0.2889908256880734,ZM,417950.0,0.1535903842387124,0.3834724811692518,11.0
2016,0,100,0.45871559633027525,AT,2463789.0,0.8950542564128646,0.3286041838548431,84.0
2016,1,45,0.20642201834862386,GP,11219.0,0.004075679249601296,0.42156869477382747,7.0
2016,2,69,0.3165137614678899,CL,277662.0,0.10087006433753411,0.3540228686720742,19.0
2017,0,97,0.44495412844036697,AT,2581470.0,0.8822455880372738,0.3001398959387778,88.0
2017,1,33,0.15137614678899083,CG,9117.0,0.0031158343990578333,0.3987552131779397,27.0
2017,2,79,0.3623853211009174,VE,335435.0,0.11463857756366835,0.3287526743260483,58.0
2018,0,93,0.42660550458715596,AT,2528594.0,0.7896822025958451,0.3012764970781339,82.0
2018,1,46,0.21100917431192662,PY,241527.0,0.07542910144782701,0.36593379451483526,25.0
2018,2,74,0.3394495412844037,ZW,431919.0,0.13488869595632785,0.3264319465850916,58.0
2019,0,67,0.3073394495412844,IE,1218986.0,0.36006010325779864,0.35936913245160923,21.0
2019,1,64,0.29357798165137616,BG,1527413.0,0.45116226314108937,0.31957945729395265,1.0
2019,2,84,0.3853211009174312,ZW,639108.0,0.18877763360111202,0.3281205898995705,64.0
2020,0,114,0.5229357798165137,SE,3250414.0,0.8654164013061064,0.29942128755368025,45.0
2020,1,10,0.045871559633027525,CF,255.0,6.789325370031546e-05,0.5721959121353196,
2020,2,89,0.40825688073394495,AF,505227.0,0.13451570544019323,0.3147267734293425,67.0
2021,0,77,0.3532110091743119,NL,1891085.0,0.4758697569549731,0.326728519670009,61.0
2021,1,59,0.2706422018348624,MY,1416159.0,0.3563600996991662,0.2989058875339767,
2021,2,79,0.3623853211009174,MD,666711.0,0.16777014334586074,0.28484484993875614,63.0
2022,0,79,0.3623853211009174,RO,2798885.0,0.6961617748452165,0.2941995699700628,23.0
2022,1,50,0.22935779816513763,NP,505166.0,0.12564905637475587,0.3545199634303096,3.0
2022,2,85,0.38990825688073394,CL,716401.0,0.17818916878002772,0.3007804476994777,65.0
2023,0,72,0.3302752293577982,AU,1561703.0,0.3947557268792063,0.3349102773669677,14.0
2023,1,78,0.3577981651376147,AT,1912977.0,0.48354816897848274,0.29720263022683197,4.0
2023,2,66,0.30275229357798167,AF,481445.0,0.12169610414231097,0.3279019396809846,57.0
