country,mode,year,entropy,norm_entropy,total_articles,log_total_articles,gini
IT,individual,1970,4.488060895623436,0.8122521257648512,2294.0,7.738052297689316,0.6279505311763376
JM,individual,1970,3.4945593955014376,0.632447590088522,70.0,4.248495242049359,0.31785714285714284
JO,individual,1970,2.736339051105066,0.49522438816301423,18.0,2.8903717578961645,0.09722222222222232
JP,individual,1970,4.386263611109067,0.7938287882329303,9951.0,9.205428327615163,0.7036916671506896
KE,individual,1970,3.8346019344558266,0.6939887058486754,115.0,4.74493212836325,0.3578481945467944
KG,individual,1970,-0.0,-0.0,1.0,0.0,0.0
KH,individual,1970,1.791759469228055,0.324273772479111,6.0,1.791759469228055,0.0
KP,individual,1970,-0.0,-0.0,1.0,0.0,0.0
KR,individual,1970,3.9408505255328636,0.7132176436837214,293.0,5.680172609017068,0.5224589070652386
KW,individual,1970,2.652587534720148,0.4800669852663609,19.0,2.9444389791664403,0.15438596491228074
KZ,individual,1970,2.476247132983033,0.4481527867961765,17.0,2.833213344056216,0.19004524886877827
LA,individual,1970,1.5481155268740174,0.28017893626604184,16.0,2.772588722239781,0.375
LB,individual,1970,3.496374791874028,0.6327761416828599,77.0,4.343805421853684,0.3295454545454546
LI,individual,1970,2.0794415416798357,0.3763386575882373,8.0,2.0794415416798357,0.0
LK,individual,1970,3.039115688019164,0.5500210971838811,27.0,3.295836866004329,0.14309764309764317
LR,individual,1970,-0.0,-0.0,1.0,0.0,0.0
LS,individual,1970,0.6931471805599453,0.12544621919607912,2.0,0.6931471805599453,0.0
LT,individual,1970,3.6364128034106207,0.6581203104015598,130.0,4.867534450455582,0.4066365007541479
LU,individual,1970,2.2538575896013517,0.40790458527649703,12.0,2.4849066497880004,0.1333333333333333
LV,individual,1970,2.8834437486553566,0.5218474902273682,49.0,3.8918202981106265,0.3915343915343916
LY,individual,1970,0.6931471805599453,0.12544621919607912,2.0,0.6931471805599453,0.0
MA,individual,1970,2.721692069280829,0.49257356804281993,27.0,3.295836866004329,0.2695473251028806
MC,individual,1970,-0.0,-0.0,1.0,0.0,0.0
MD,individual,1970,1.6769877743224173,0.3035023178725911,9.0,2.1972245773362196,0.2407407407407407
ME,individual,1970,-0.0,-0.0,1.0,0.0,0.0
MK,individual,1970,1.791759469228055,0.324273772479111,6.0,1.791759469228055,0.0
ML,individual,1970,2.0794415416798357,0.3763386575882373,8.0,2.0794415416798357,0.0
MM,individual,1970,1.7328679513998633,0.3136155479901978,8.0,2.0794415416798357,0.16666666666666652
MN,individual,1970,2.0431918705451206,0.36977816896693505,9.0,2.1972245773362196,0.09722222222222232
MO,individual,1970,0.6931471805599453,0.12544621919607912,2.0,0.6931471805599453,0.0
MT,individual,1970,2.685945324669788,0.4861040993848066,16.0,2.772588722239781,0.05833333333333335
MU,individual,1970,1.6094379124341005,0.29127710074877444,5.0,1.6094379124341003,0.0
MW,individual,1970,1.9061547465398494,0.34497710278921756,8.0,2.0794415416798357,0.1071428571428572
MX,individual,1970,4.288380036295281,0.7761137563808689,597.0,6.391917113392602,0.5541682772838552
MY,individual,1970,4.183768947041592,0.7571811746710831,220.0,5.393627546352362,0.4096016343207354
MZ,individual,1970,2.5126585295298014,0.4547425445857867,16.0,2.772588722239781,0.14423076923076938
NC,individual,1970,-0.0,-0.0,1.0,0.0,0.0
NE,individual,1970,2.4762471329830333,0.4481527867961766,17.0,2.833213344056216,0.19004524886877827
NG,individual,1970,4.479084799842587,0.8106276262207,471.0,6.154858094016418,0.47945270110875216
NI,individual,1970,2.7334017778086714,0.4946927985668758,25.0,3.2188758248682006,0.23777777777777764
NL,individual,1970,4.50612667767526,0.8155216825325653,2014.0,7.607878073278507,0.6156584757759513
NO,individual,1970,4.529041733615487,0.8196688639840514,869.0,6.767343125265392,0.5299922797919914
NP,individual,1970,4.393191376067429,0.7950825795573118,994.0,6.901737206656574,0.5712369454824182
NZ,individual,1970,4.488861271031433,0.812396978217096,667.0,6.502790045915623,0.5228764927880887
OM,individual,1970,2.70805020110221,0.4901046540318063,15.0,2.70805020110221,0.0
PA,individual,1970,2.924414148308247,0.5292623393092841,47.0,3.8501476017100584,0.37446808510638285
PE,individual,1970,3.4407214257114447,0.6227039599494057,75.0,4.31748811353631,0.34735042735042754
PF,individual,1970,0.6931471805599453,0.12544621919607912,2.0,0.6931471805599453,0.0
PG,individual,1970,2.557793860107733,0.46291116552512707,17.0,2.833213344056216,0.1554621848739497
PH,individual,1970,3.363027589366466,0.6086428798531944,56.0,4.02535169073515,0.2899159663865547
PK,individual,1970,4.091286013997639,0.7404435544139308,268.0,5.5909869805108565,0.46109340935770593
PL,individual,1970,4.023728924153103,0.7282170291699838,1958.0,7.579678823090456,0.6954906540535968
PR,individual,1970,3.670152045390428,0.6642264599519185,78.0,4.356708826689592,0.2995090016366613
PS,individual,1970,-0.0,-0.0,1.0,0.0,0.0
PT,individual,1970,4.077330215703478,0.7379178251302146,214.0,5.365976015021851,0.45027827365326045
PY,individual,1970,1.8310204811135162,0.33137925547171976,9.0,2.1972245773362196,0.19047619047619047
QA,individual,1970,1.6094379124341005,0.29127710074877444,5.0,1.6094379124341003,0.0
RE,individual,1970,-0.0,-0.0,1.0,0.0,0.0
RO,individual,1970,4.0627816484015336,0.735284816133086,591.0,6.3818160174060985,0.5854624929498027
RS,individual,1970,3.9198526205077266,0.709417429428628,163.0,5.093750200806762,0.4060808372428726
RU,individual,1970,3.9609355314792345,0.7168526408808067,3965.0,8.285261134068948,0.7473723734361053
RW,individual,1970,1.0986122886681096,0.19882755328303184,3.0,1.0986122886681098,0.0
SA,individual,1970,2.9124944033310527,0.5271050962545514,21.0,3.044522437723423,0.08521303258145374
SC,individual,1970,0.6931471805599453,0.12544621919607912,2.0,0.6931471805599453,0.0
SD,individual,1970,2.949272172591186,0.533761160411694,60.0,4.0943445622221,0.42258064516129035
SE,individual,1970,4.498778246916231,0.8141917588430544,2506.0,7.826443135456014,0.6212122484983409
SG,individual,1970,3.8004101002930892,0.6878006458761459,94.0,4.543294782270004,0.31682785299806593
SI,individual,1970,3.888421620840779,0.7037290270454766,125.0,4.8283137373023015,0.3703749999999999
SK,individual,1970,4.20973802347298,0.7618810747005399,319.0,5.765191102784844,0.4458413926499032
SL,individual,1970,2.0794415416798357,0.3763386575882373,8.0,2.0794415416798357,0.0
SM,individual,1970,1.0986122886681096,0.19882755328303184,3.0,1.0986122886681098,0.0
SN,individual,1970,2.1639556568820564,0.3916340761056377,10.0,2.302585092994046,0.0888888888888888
SS,individual,1970,3.5556887012255696,0.6435108108592952,78.0,4.356708826689592,0.3374125874125875
SV,individual,1970,1.8746407405357517,0.3392736778661832,17.0,2.833213344056216,0.3790849673202614
SY,individual,1970,0.6365141682948128,0.11519674048564578,3.0,1.0986122886681098,0.16666666666666674
SZ,individual,1970,-0.0,-0.0,1.0,0.0,0.0
TD,individual,1970,0.6931471805599453,0.12544621919607912,2.0,0.6931471805599453,0.0
TG,individual,1970,-0.0,-0.0,1.0,0.0,0.0
TH,individual,1970,3.935728397595429,0.712290637699984,172.0,5.147494476813453,0.4228627579430069
TJ,individual,1970,2.8375115476034174,0.5135346511609737,37.0,3.6109179126442243,0.32432432432432434
TN,individual,1970,2.5536815580297967,0.4621669184700463,20.0,2.995732273553991,0.20714285714285707
TR,individual,1970,4.000755131179654,0.7240592174527314,192.0,5.2574953720277815,0.4362449799196788
TT,individual,1970,1.7201934592198251,0.3113217103049148,11.0,2.3978952727983707,0.1969696969696968
TW,individual,1970,3.7959412729502757,0.6869918746510459,108.0,4.68213122712422,0.3402777777777779
TZ,individual,1970,3.6543121623709607,0.661359747811944,122.0,4.804021044733257,0.40828951438292616
UA,individual,1970,3.4307047522200333,0.6208911359869624,605.0,6.405228458030842,0.6644448436938555
UG,individual,1970,3.5413716465082654,0.6409197011575167,99.0,4.59511985013459,0.4061018346732632
US,individual,1970,4.807805400647997,0.8701196903874905,88367.0,11.389253875763341,0.624273352570683
UY,individual,1970,2.997068727089018,0.5424114113548035,25.0,3.2188758248682006,0.12952380952380937
UZ,individual,1970,2.7481450108004144,0.49736103828480555,30.0,3.4011973816621555,0.2777777777777777
VA,individual,1970,0.6931471805599453,0.12544621919607912,2.0,0.6931471805599453,0.0
VE,individual,1970,3.646500637022991,0.6599460129681182,98.0,4.584967478670572,0.3586005830903789
VG,individual,1970,-0.0,-0.0,1.0,0.0,0.0
VN,individual,1970,2.5885731626821182,0.46848162335246707,17.0,2.833213344056216,0.1386554621848739
WS,individual,1970,1.0549201679861442,0.19092012539191117,5.0,1.6094379124341003,0.1333333333333333
YE,individual,1970,-0.0,-0.0,1.0,0.0,0.0
ZA,individual,1970,4.555931504853414,0.8245353919473052,618.0,6.42648845745769,0.4958375181341368
ZM,individual,1970,3.205805710089747,0.5801887637818659,32.0,3.4657359027997265,0.1435185185185186
ZW,individual,1970,2.163955656882057,0.3916340761056378,10.0,2.302585092994046,0.0888888888888888
AE,collaborative,1970,2.163955656882057,0.4002010197463573,10.0,2.302585092994046,0.0888888888888888
AF,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
AG,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
AL,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
AM,collaborative,1970,2.1383330595080277,0.39546238771153475,12.0,2.4849066497880004,0.16666666666666652
AR,collaborative,1970,3.449916482875099,0.6380260566317287,52.0,3.9512437185814275,0.24532224532224545
AT,collaborative,1970,3.6669541056078128,0.6781649003574398,70.0,4.248495242049359,0.27477203647416415
AU,collaborative,1970,4.40718009697976,0.8150619738476834,287.0,5.659482215759621,0.3934351493047641
AZ,collaborative,1970,2.0431918705451206,0.3778670175283501,9.0,2.1972245773362196,0.09722222222222232
BA,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
BD,collaborative,1970,4.000259542543475,0.7398062631665333,354.0,5.869296913133774,0.5227871939736346
BE,collaborative,1970,3.9091284819195184,0.7229525243774384,135.0,4.90527477843843,0.37629629629629635
BG,collaborative,1970,2.857102837442002,0.5283913584033392,20.0,2.995732273553991,0.0888888888888888
BI,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
BJ,collaborative,1970,1.0397207708399179,0.1922855079854728,4.0,1.3862943611198906,0.16666666666666674
BM,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
BN,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
BO,collaborative,1970,1.5607104090414063,0.28863710549738314,6.0,1.791759469228055,0.1333333333333333
BR,collaborative,1970,3.8300804383399143,0.7083334135149295,106.0,4.663439094112067,0.34874213836477996
BY,collaborative,1970,1.5607104090414063,0.28863710549738314,6.0,1.791759469228055,0.1333333333333333
CA,collaborative,1970,4.526659144567028,0.8371583770390704,679.0,6.520621127558696,0.5140210165983361
CD,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
CH,collaborative,1970,3.7568598070208177,0.6947920217460262,241.0,5.484796933490655,0.5251998785548022
CI,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
CL,collaborative,1970,3.3839758020715394,0.6258310157507261,46.0,3.828641396489095,0.22266139657444017
CM,collaborative,1970,1.6094379124341005,0.2976487488207718,5.0,1.6094379124341003,0.0
CN,collaborative,1970,3.8189336683846533,0.7062719347185474,111.0,4.709530201312334,0.3405727155727156
CO,collaborative,1970,3.1215305459000042,0.5772945040096416,41.0,3.713572066704308,0.2654784240150092
CR,collaborative,1970,1.8937882323911377,0.35023637354870846,11.0,2.3978952727983707,0.23863636363636354
CU,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
CY,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
CZ,collaborative,1970,3.8296165584623654,0.7082476237717596,139.0,4.9344739331306915,0.40105058810094785
DE,collaborative,1970,4.148202225823911,0.7671667187861052,493.0,6.20050917404269,0.5369168356997973
DK,collaborative,1970,3.6833501189435403,0.681197171945753,92.0,4.5217885770490405,0.3457752255947497
DZ,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
EC,collaborative,1970,2.7616257121977803,0.5107338603101281,20.0,2.995732273553991,0.1352941176470588
EE,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
EG,collaborative,1970,3.3551113780220208,0.6204928416979117,58.0,4.060443010546419,0.3103448275862071
ES,collaborative,1970,3.971008123298588,0.7343965183902937,190.0,5.247024072160486,0.4363636363636365
ET,collaborative,1970,3.1028108080271117,0.5738324838142229,32.0,3.4657359027997265,0.18489583333333326
FI,collaborative,1970,3.446087406185576,0.6373179088510843,49.0,3.8918202981106265,0.20228091236494605
FR,collaborative,1970,3.9724968896005315,0.7346718501838574,311.0,5.739792912179234,0.5198630847422467
GB,collaborative,1970,4.581686029779469,0.8473350253014542,1273.0,7.149131598557407,0.5677090664717179
GE,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
GH,collaborative,1970,2.746705947117097,0.5079746054332196,28.0,3.332204510175204,0.2607142857142857
GL,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
GM,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
GN,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
GR,collaborative,1970,2.936427216825098,0.5430615746893803,27.0,3.295836866004329,0.1685185185185185
GT,collaborative,1970,2.0794415416798357,0.3845710159709456,8.0,2.0794415416798357,0.0
GW,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
GY,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
HK,collaborative,1970,2.395908119293929,0.44309820744735706,15.0,2.70805020110221,0.17222222222222228
HN,collaborative,1970,1.9459101490553132,0.35987577818890926,7.0,1.9459101490553132,0.0
HR,collaborative,1970,3.014635675651483,0.5575254131121175,31.0,3.4339872044851463,0.1950146627565983
HU,collaborative,1970,3.4798740358416635,0.6435663934719019,66.0,4.189654742026425,0.312878787878788
ID,collaborative,1970,3.430452779735371,0.6344264478228391,55.0,4.007333185232471,0.25662337662337675
IE,collaborative,1970,3.328471881330736,0.6155661447448222,33.0,3.4965075614664802,0.10449320794148376
IL,collaborative,1970,3.9959107437676913,0.7390019982088826,154.0,5.0369526024136295,0.4015854275594537
IN,collaborative,1970,4.342227050353479,0.8030495856026655,441.0,6.089044875446846,0.4797511291017784
IQ,collaborative,1970,1.7478680974667575,0.3232499671440573,7.0,1.9459101490553132,0.11904761904761907
IR,collaborative,1970,3.1839224216653115,0.5888332304275115,35.0,3.5553480614894135,0.18571428571428572
IS,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
IT,collaborative,1970,3.9139738888395414,0.7238486318296924,230.0,5.438079308923196,0.4905370843989769
JM,collaborative,1970,2.6701198898068172,0.4938108132425382,17.0,2.833213344056216,0.10196078431372557
JO,collaborative,1970,0.6931471805599453,0.12819033865698187,2.0,0.6931471805599453,0.0
JP,collaborative,1970,4.375542091102117,0.8092108547756701,521.0,6.255750041753367,0.5088882326886166
KE,collaborative,1970,2.9904214839013683,0.553047251001951,39.0,3.6635616461296463,0.30021367521367504
KH,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
KP,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
KR,collaborative,1970,3.2499743484608907,0.601048845093983,48.0,3.871201010907891,0.28494623655913975
KW,collaborative,1970,1.0397207708399179,0.1922855079854728,4.0,1.3862943611198906,0.16666666666666674
KZ,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
LA,collaborative,1970,1.5607104090414066,0.2886371054973832,6.0,1.791759469228055,0.1333333333333333
LB,collaborative,1970,1.791759469228055,0.3313672183830438,6.0,1.791759469228055,0.0
LI,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
LK,collaborative,1970,1.791759469228055,0.3313672183830438,6.0,1.791759469228055,0.0
LR,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
LT,collaborative,1970,1.6094379124341005,0.2976487488207718,5.0,1.6094379124341003,0.0
LU,collaborative,1970,0.6931471805599453,0.12819033865698187,2.0,0.6931471805599453,0.0
LV,collaborative,1970,1.7478680974667573,0.32324996714405724,7.0,1.9459101490553132,0.11904761904761907
LY,collaborative,1970,2.0794415416798357,0.3845710159709456,8.0,2.0794415416798357,0.0
MA,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
ME,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
MG,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
MK,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
ML,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
MM,collaborative,1970,1.676987774322417,0.3101413909529961,9.0,2.1972245773362196,0.2407407407407407
MN,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
MS,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
MT,collaborative,1970,0.6931471805599453,0.12819033865698187,2.0,0.6931471805599453,0.0
MW,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
MX,collaborative,1970,3.795283706375452,0.7018981210117164,98.0,4.584967478670572,0.320861678004535
MY,collaborative,1970,3.730849014359828,0.6899815970433603,59.0,4.07753744390572,0.18680913780397934
NE,collaborative,1970,1.4941751382893083,0.27633210140942693,8.0,2.0794415416798357,0.25
NG,collaborative,1970,3.063471514120777,0.566557091877541,43.0,3.7612001156935624,0.29983388704318936
NI,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
NL,collaborative,1970,3.9854982838867445,0.7370763223988583,142.0,4.955827057601261,0.3749256099980163
NO,collaborative,1970,3.6121399616777845,0.6680275963754679,70.0,4.248495242049359,0.2790697674418605
NP,collaborative,1970,4.052402887033699,0.749449630659581,201.0,5.303304908059076,0.4314231312572938
NZ,collaborative,1970,3.5331784831093254,0.6534244948085398,54.0,3.9889840465642745,0.22124756335282636
OM,collaborative,1970,1.6094379124341005,0.2976487488207718,5.0,1.6094379124341003,0.0
PA,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
PE,collaborative,1970,2.70560245079815,0.500372942668242,23.0,3.1354942159291497,0.21483375959079276
PG,collaborative,1970,1.9459101490553132,0.35987577818890926,7.0,1.9459101490553132,0.0
PH,collaborative,1970,2.3592662340892545,0.436321673104935,20.0,2.995732273553991,0.2923076923076924
PK,collaborative,1970,3.3770074299635073,0.624542288038244,100.0,4.605170185988092,0.41428571428571437
PL,collaborative,1970,3.888051829681439,0.7190546174625286,87.0,4.465908118654584,0.252455590386625
PR,collaborative,1970,2.9206870268936402,0.5401505907967403,25.0,3.2188758248682006,0.16599999999999993
PS,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
PT,collaborative,1970,3.1847839648301717,0.5889925638463992,34.0,3.5263605246161616,0.17873303167420795
QA,collaborative,1970,1.945910149055313,0.3598757781889092,7.0,1.9459101490553132,0.0
RO,collaborative,1970,3.214257285862698,0.5944433470429108,85.0,4.442651256490317,0.41951219512195115
RS,collaborative,1970,3.2409469796797135,0.5993793274306409,34.0,3.5263605246161616,0.15756302521008392
RU,collaborative,1970,3.783169386921176,0.6996577040310286,175.0,5.1647859739235145,0.46571428571428575
RW,collaborative,1970,1.0397207708399179,0.1922855079854728,4.0,1.3862943611198906,0.16666666666666674
SA,collaborative,1970,2.599301927099795,0.48071376996368204,16.0,2.772588722239781,0.1071428571428572
SD,collaborative,1970,2.4410152780267027,0.45144030580103917,14.0,2.6390573296152584,0.11904761904761907
SE,collaborative,1970,4.0269971255403245,0.744751100158392,165.0,5.10594547390058,0.3814086814086812
SG,collaborative,1970,2.902002313205603,0.5366950479588638,22.0,3.091042453358316,0.11483253588516762
SI,collaborative,1970,2.3066687254045313,0.42659431268292275,16.0,2.772588722239781,0.21590909090909105
SK,collaborative,1970,3.699339493696792,0.684154239971157,57.0,4.04305126783455,0.184609250398724
SL,collaborative,1970,1.0986122886681096,0.20317687972606188,3.0,1.0986122886681098,0.0
SN,collaborative,1970,0.6365141682948128,0.11771665395474064,3.0,1.0986122886681098,0.16666666666666674
SR,collaborative,1970,-0.0,-0.0,1.0,0.0,0.0
SS,collaborative,1970,2.588573162682118,0.4787295969299521,17.0,2.833213344056216,0.1386554621848739
ST,collaborative,1970,0.6931471805599453,0.12819033865698187,2.0,0.6931471805599453,0.0
SV,collaborative,1970,1.9459101490553132,0.35987577818890926,7.0,1.9459101490553132,0.0
SY,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
TD,collaborative,1970,0.6931471805599453,0.12819033865698187,2.0,0.6931471805599453,0.0
TG,collaborative,1970,1.3862943611198906,0.25638067731396375,4.0,1.3862943611198906,0.0
TH,collaborative,1970,3.660359470574072,0.6769452914172267,59.0,4.07753744390572,0.2104848245959794
TJ,collaborative,1970,2.182995977034132,0.40372232828931365,16.0,2.772588722239781,0.2727272727272727
