country,mode,year,entropy,norm_entropy,total_articles,log_total_articles,gini
VC,collaborative,1985,-0.0,-0.0,1.0,0.0,0.0
VE,collaborative,1985,3.5588506009078418,0.6493495832667847,54.0,3.9889840465642745,0.19883040935672502
VG,collaborative,1985,2.0791512728828505,0.37936293595766074,15.0,2.70805020110221,0.2866666666666666
VI,collaborative,1985,1.3321790402101223,0.24307002501777375,5.0,1.6094379124341003,0.1499999999999999
VN,collaborative,1985,3.089755654065188,0.5637582948414913,35.0,3.5553480614894135,0.2331428571428571
ZA,collaborative,1985,4.206964607114974,0.767604774910011,280.0,5.634789603169249,0.45252525252525255
ZM,collaborative,1985,1.3862943611198906,0.25294393236081936,4.0,1.3862943611198906,0.0
ZW,collaborative,1985,1.3321790402101223,0.24307002501777375,5.0,1.6094379124341003,0.1499999999999999
AE,individual,1986,2.563151406416331,0.4635472063843582,22.0,3.091042453358316,0.25454545454545463
AF,individual,1986,0.6931471805599453,0.12535601227357512,2.0,0.6931471805599453,0.0
AL,individual,1986,2.88757782505655,0.5222198855173553,21.0,3.044522437723423,0.09022556390977443
AM,individual,1986,3.13058844409467,0.5661684768080865,59.0,4.07753744390572,0.37506834335702566
AO,individual,1986,-0.0,-0.0,1.0,0.0,0.0
AR,individual,1986,4.54099227806018,0.8212407115078676,1215.0,7.102499355774649,0.5473907445277588
AT,individual,1986,4.636264925338156,0.8384708171426709,1888.0,7.543273346705446,0.5802478926855796
AU,individual,1986,4.8820794130472756,0.8829264894767835,9078.0,9.113609183016411,0.5802966572365396
AZ,individual,1986,2.6717333579602838,0.4831843063137509,72.0,4.276666119016055,0.5138888888888888
BA,individual,1986,2.6593226977095163,0.48093983223616527,18.0,2.8903717578961645,0.1333333333333333
BB,individual,1986,2.6593226977095163,0.48093983223616527,18.0,2.8903717578961645,0.1333333333333333
BD,individual,1986,4.018216930517716,0.7266965299533583,106.0,4.663439094112067,0.2920304139678964
BE,individual,1986,4.760773559313504,0.8609882655093674,2991.0,8.003363058629947,0.5673735265829083
BF,individual,1986,2.0794415416798357,0.37606803682072537,8.0,2.0794415416798357,0.0
BG,individual,1986,3.955259863845078,0.7153107131400402,615.0,6.421622267806518,0.6170806295218916
BH,individual,1986,2.4669659697666475,0.44615202233779455,25.0,3.2188758248682006,0.3174999999999999
BI,individual,1986,2.2538575896013517,0.4076112658161828,12.0,2.4849066497880004,0.1333333333333333
BJ,individual,1986,2.2718685126965625,0.4108685502139318,11.0,2.3978952727983707,0.08181818181818179
BM,individual,1986,1.0986122886681096,0.19868457869355755,3.0,1.0986122886681098,0.0
BN,individual,1986,2.2538575896013517,0.4076112658161828,12.0,2.4849066497880004,0.1333333333333333
BO,individual,1986,3.246959813397261,0.587214296812438,50.0,3.912023005428146,0.2967741935483872
BR,individual,1986,4.582812880863072,0.8288039883201783,2451.0,7.804251383528112,0.6086551733118051
BS,individual,1986,1.791759469228055,0.3240405909671327,6.0,1.791759469228055,0.0
BW,individual,1986,2.5981434427444348,0.4698755335541804,26.0,3.258096538021482,0.29326923076923084
BY,individual,1986,3.037858358094024,0.5493981946445837,162.0,5.087596335232384,0.6043895747599453
CA,individual,1986,4.852297175481623,0.8775403570037371,18149.0,9.806370741756401,0.5994990014352957
CD,individual,1986,1.7917594692280547,0.32404059096713267,6.0,1.791759469228055,0.0
CF,individual,1986,0.6931471805599453,0.12535601227357512,2.0,0.6931471805599453,0.0
CG,individual,1986,-0.0,-0.0,1.0,0.0,0.0
CH,individual,1986,4.60562499353173,0.8329295702396898,3705.0,8.217438537730187,0.6286692648227326
CI,individual,1986,2.6923109941417858,0.4869057820494608,20.0,2.995732273553991,0.16874999999999996
CL,individual,1986,4.590234452957704,0.8301461833238893,766.0,6.641182169740591,0.4929057303833997
CM,individual,1986,2.098147389135067,0.3794509986345371,13.0,2.5649493574615367,0.2222222222222221
CN,individual,1986,4.394222200609306,0.7946972700190593,3036.0,8.01829613851552,0.6711960788329339
CO,individual,1986,4.117698586812754,0.7446878369618384,488.0,6.1903154058531475,0.5564491184658211
CR,individual,1986,3.841109078789851,0.694666486901016,140.0,4.941642422609304,0.3914746543778802
CU,individual,1986,4.199220724243684,0.7594311560533253,267.0,5.58724865840025,0.4588779331957502
CY,individual,1986,2.604012424383911,0.47093694180204665,31.0,3.4339872044851463,0.3125
CZ,individual,1986,4.351139459993076,0.7869057349556049,1266.0,7.143617602704121,0.6210188598287598
DE,individual,1986,4.574971328252541,0.8273858396313306,25036.0,10.128070068044591,0.6736498590965181
DK,individual,1986,4.652277027981832,0.841366613867841,2557.0,7.846589975291186,0.5969189605702847
DO,individual,1986,2.9675484004631003,0.5366826038452147,39.0,3.6635616461296463,0.3023504273504274
DZ,individual,1986,3.15380637543851,0.570367451236799,93.0,4.532599493153256,0.46206690561529284
EC,individual,1986,3.4561627983018006,0.6250487606591737,45.0,3.8066624897703196,0.18793650793650807
EE,individual,1986,3.16897247470061,0.5731102478297337,35.0,3.5553480614894135,0.19890109890109886
EG,individual,1986,4.062428808690386,0.7346922701053618,924.0,6.828712071641684,0.6205556738343625
ER,individual,1986,-0.0,-0.0,1.0,0.0,0.0
ES,individual,1986,4.5965671069020395,0.8312914469386516,4003.0,8.294799358992574,0.6125344716952481
ET,individual,1986,2.752191546569043,0.4977352097316968,22.0,3.091042453358316,0.18181818181818188
FI,individual,1986,4.660839211716688,0.8429150890538587,2082.0,7.641084249174914,0.580993691632748
FJ,individual,1986,2.4791224365093933,0.4483505253930561,19.0,2.9444389791664403,0.21052631578947367
FK,individual,1986,-0.0,-0.0,1.0,0.0,0.0
FO,individual,1986,0.6931471805599453,0.12535601227357512,2.0,0.6931471805599453,0.0
FR,individual,1986,4.613375092184313,0.834331179434767,14401.0,9.575052927597383,0.6556331453207551
GA,individual,1986,1.3862943611198906,0.25071202454715025,4.0,1.3862943611198906,0.0
GB,individual,1986,4.868005061505297,0.8803811360019074,37678.0,10.53683164872532,0.5950626156051073
GD,individual,1986,1.0397207708399179,0.18803401841036269,4.0,1.3862943611198906,0.16666666666666674
GE,individual,1986,2.7616257121977803,0.49944138327681825,20.0,2.995732273553991,0.1352941176470588
GF,individual,1986,-0.0,-0.0,2.0,0.6931471805599453,0.0
GH,individual,1986,3.658181571735338,0.66158395628901,106.0,4.663439094112067,0.392310430758277
GI,individual,1986,1.0986122886681096,0.19868457869355755,3.0,1.0986122886681098,0.0
GL,individual,1986,-0.0,-0.0,1.0,0.0,0.0
GM,individual,1986,1.0549201679861442,0.19078283694219902,5.0,1.6094379124341003,0.1333333333333333
GP,individual,1986,2.0794415416798357,0.37606803682072537,8.0,2.0794415416798357,0.0
GR,individual,1986,4.428602671894485,0.800914995346766,1019.0,6.926577033222725,0.5715161923454368
GT,individual,1986,2.8492350266891995,0.5152855713665598,28.0,3.332204510175204,0.23928571428571432
GU,individual,1986,1.5498260458782016,0.28028681105226305,7.0,1.9459101490553132,0.17142857142857149
GY,individual,1986,0.6365141682948128,0.1151139038445075,3.0,1.0986122886681098,0.16666666666666674
HK,individual,1986,4.189338814169154,0.75764400770254,206.0,5.327876168789581,0.38710769925491073
HN,individual,1986,2.579624673608575,0.4665264049474521,19.0,2.9444389791664403,0.16917293233082709
HR,individual,1986,4.05437660309415,0.7332360247193014,425.0,6.052089168924417,0.5475716440422322
HT,individual,1986,-0.0,-0.0,1.0,0.0,0.0
HU,individual,1986,4.429204040388692,0.8010237531379756,1311.0,7.1785454837637,0.5616660227644208
ID,individual,1986,3.807750144749854,0.6886335070920624,78.0,4.356708826689592,0.23641025641025637
IE,individual,1986,4.644927699547265,0.840037484165976,808.0,6.694562058521095,0.5247524752475248
IL,individual,1986,4.711875472272406,0.8521450221532788,4162.0,8.33375100695358,0.595946333132545
IN,individual,1986,4.454021408273617,0.8055119864604675,8038.0,8.991935575009146,0.6865870909476284
IQ,individual,1986,3.762679267391251,0.6804824165101434,145.0,4.976733742420574,0.4033333333333333
IR,individual,1986,3.9346391745730473,0.7115814512315,120.0,4.787491742782046,0.33461538461538476
IS,individual,1986,3.1849167395122415,0.5759937760492461,45.0,3.8066624897703196,0.2865900383141762
IT,individual,1986,4.60404450567696,0.8326437382252527,7243.0,8.887790764195326,0.6595822532223783
JM,individual,1986,3.483413390365783,0.6299770437843754,61.0,4.110873864173311,0.28499369482976045
JO,individual,1986,4.089648109950929,0.7396148942732019,126.0,4.836281906951478,0.3015873015873016
JP,individual,1986,4.4592731489448365,0.8064617663722998,32339.0,10.384029211193527,0.7099491824165711
KE,individual,1986,3.7598244114154626,0.6799661143873373,182.0,5.204006687076795,0.4649725274725274
KH,individual,1986,2.3516733019046305,0.42530128602535805,13.0,2.5649493574615367,0.12587412587412605
KR,individual,1986,4.512139969739049,0.8160227572011027,778.0,6.656726524178391,0.542515325291675
KW,individual,1986,4.203493842248147,0.7602039515692519,206.0,5.327876168789581,0.4005393743257821
KY,individual,1986,-0.0,-0.0,1.0,0.0,0.0
KZ,individual,1986,2.8314802400679726,0.5120746093774954,24.0,3.1780538303479458,0.1842105263157896
LA,individual,1986,-0.0,-0.0,1.0,0.0,0.0
LB,individual,1986,3.635092484648313,0.6574082834082106,82.0,4.406719247264253,0.3160352880124546
LI,individual,1986,1.3667110520552042,0.24717037336494835,11.0,2.3978952727983707,0.36363636363636376
LK,individual,1986,3.7267104379875486,0.6739774358268863,78.0,4.356708826689592,0.27510683760683774
LS,individual,1986,1.5607104090414063,0.2822552535426076,6.0,1.791759469228055,0.1333333333333333
LT,individual,1986,2.9727679539626415,0.5376265626910438,57.0,4.04305126783455,0.40675763482781035
LU,individual,1986,2.319219553221127,0.4194320094382322,30.0,3.4011973816621555,0.4125000000000001
LV,individual,1986,3.3797373873923724,0.6112271870934615,111.0,4.709530201312334,0.46631414022718354
LY,individual,1986,2.9606885123462447,0.5354419896681835,33.0,3.4965075614664802,0.25032938076416333
MA,individual,1986,3.5696562746522242,0.6455741122920856,98.0,4.584967478670572,0.38265306122448983
MC,individual,1986,1.6674619334292948,0.30156131981064127,8.0,2.0794415416798357,0.20833333333333326
MD,individual,1986,1.3321790402101223,0.24092524185162909,5.0,1.6094379124341003,0.1499999999999999
MK,individual,1986,1.732867951399863,0.3133900306839378,8.0,2.0794415416798357,0.16666666666666652
ML,individual,1986,2.3693821196946763,0.4285039345284454,12.0,2.4849066497880004,0.07575757575757591
MM,individual,1986,2.6302533563892636,0.475682627403589,18.0,2.8903717578961645,0.14814814814814814
MN,individual,1986,2.6723516979942694,0.48329613341636846,24.0,3.1780538303479458,0.22916666666666674
MQ,individual,1986,0.6931471805599453,0.12535601227357512,2.0,0.6931471805599453,0.0
MT,individual,1986,1.9459101490553132,0.35191881806573455,7.0,1.9459101490553132,0.0
MU,individual,1986,1.0397207708399179,0.18803401841036269,4.0,1.3862943611198906,0.16666666666666674
MW,individual,1986,2.5126585295298014,0.4544155444917098,16.0,2.772588722239781,0.14423076923076938
MX,individual,1986,4.58847265505281,0.8298275612967304,1730.0,7.455876687491824,0.5889079831276363
MY,individual,1986,4.175333271336894,0.7551110983170317,188.0,5.236441962829949,0.38161801088570013
MZ,individual,1986,2.564949357461537,0.4638723667249197,13.0,2.5649493574615367,0.0
NE,individual,1986,2.7892116535601303,0.5044303144893831,50.0,3.912023005428146,0.40727272727272723
NG,individual,1986,4.59933211840545,0.8317915006439529,956.0,6.862757913051401,0.540010460251046
NI,individual,1986,1.833785546820053,0.3316410279972262,14.0,2.6390573296152584,0.24489795918367352
NL,individual,1986,4.735709492114302,0.8564554164932165,6697.0,8.80941494391005,0.6025588058638129
NO,individual,1986,4.691727150529015,0.8485011881471791,1590.0,7.371489295214277,0.532238004381316
NP,individual,1986,2.8647385121905677,0.5180893844286324,26.0,3.258096538021482,0.19433198380566807
NU,individual,1986,-0.0,-0.0,1.0,0.0,0.0
NZ,individual,1986,4.715638823201456,0.8528256260401339,1438.0,7.271008538280992,0.5428365302373319
OM,individual,1986,1.9061547465398494,0.34472903375233155,8.0,2.0794415416798357,0.1071428571428572
PA,individual,1986,3.017427922472133,0.5457033402032754,82.0,4.406719247264253,0.46892210857592453
PE,individual,1986,3.557396459525826,0.6433569186302504,221.0,5.3981627015177525,0.5172107304460247
PF,individual,1986,0.6931471805599453,0.12535601227357512,2.0,0.6931471805599453,0.0
PG,individual,1986,3.402737676361873,0.6153868007905514,46.0,3.828641396489095,0.21867007672634275
PH,individual,1986,3.352265379978377,0.6062588608921103,130.0,4.867534450455582,0.5067873303167421
PK,individual,1986,4.028780757846263,0.7286070033786178,207.0,5.332718793265369,0.4586627140974966
PL,individual,1986,4.407591125713271,0.7971150467718454,3101.0,8.03947991910045,0.6608484376946162
PR,individual,1986,4.075024114439868,0.7369701374132053,129.0,4.859812404361672,0.3236699585855367
PS,individual,1986,2.20478541691352,0.3987365389843179,13.0,2.5649493574615367,0.1923076923076923
PT,individual,1986,4.341993946925832,0.7852517643697627,329.0,5.796057750765372,0.45518098922354255
PY,individual,1986,2.7255503958317213,0.49291714437346795,19.0,2.9444389791664403,0.12828947368421062
QA,individual,1986,3.2206700347281116,0.5824597772674588,66.0,4.189654742026425,0.3728191000918273
RE,individual,1986,1.748155457247676,0.3161547837182684,12.0,2.4849066497880004,0.30952380952380953
RO,individual,1986,3.797644559381919,0.6868059069532417,206.0,5.327876168789581,0.41715210355987065
RS,individual,1986,3.9674403710291024,0.7175135639210611,204.0,5.318119993844216,0.4563167038967486
RU,individual,1986,4.041492180358564,0.7309058704607567,5187.0,8.553910774351401,0.7580077999485895
RW,individual,1986,1.791759469228055,0.3240405909671327,6.0,1.791759469228055,0.0
SA,individual,1986,4.48722894255727,0.8115175855482023,470.0,6.152732694704104,0.4628989361702127
SB,individual,1986,-0.0,-0.0,1.0,0.0,0.0
SC,individual,1986,-0.0,-0.0,1.0,0.0,0.0
SD,individual,1986,3.215423289087043,0.5815109007093131,54.0,3.9889840465642745,0.3321759259259258
SE,individual,1986,4.656880077844554,0.8421990777243933,5381.0,8.59062950948942,0.6267397070500582
SG,individual,1986,4.4598805514215325,0.8065716154122429,459.0,6.129050210060545,0.4825372884196415
SI,individual,1986,3.998669531835385,0.723161373181662,174.0,5.159055299214529,0.4078220629944769
SK,individual,1986,4.178421115211683,0.7556695364172261,521.0,6.255750041753367,0.5106489000442935
SL,individual,1986,1.6094379124341005,0.2910676467610591,5.0,1.6094379124341003,0.0
SM,individual,1986,-0.0,-0.0,1.0,0.0,0.0
SN,individual,1986,2.113502950981669,0.3822280596300897,34.0,3.5263605246161616,0.47478991596638664
SS,individual,1986,3.455440276863992,0.6249180922978702,103.0,4.634728988229636,0.4084001688476149
ST,individual,1986,0.9502705392332347,0.17185689954492459,5.0,1.6094379124341003,0.26666666666666683
SV,individual,1986,1.349792396172401,0.24411062603569603,12.0,2.4849066497880004,0.4166666666666665
SY,individual,1986,2.1639556568820564,0.3913524565799192,10.0,2.302585092994046,0.0888888888888888
SZ,individual,1986,1.3862943611198906,0.25071202454715025,4.0,1.3862943611198906,0.0
TG,individual,1986,-0.0,-0.0,1.0,0.0,0.0
TH,individual,1986,4.268908977185035,0.7720343112504408,192.0,5.2574953720277815,0.3714157706093191
TJ,individual,1986,2.9980719664352433,0.5422028059292024,36.0,3.58351893845611,0.26888888888888896
TM,individual,1986,1.0986122886681096,0.19868457869355755,3.0,1.0986122886681098,0.0
TN,individual,1986,3.246828738589742,0.5871905918683209,40.0,3.6888794541139363,0.20714285714285707
TO,individual,1986,1.3862943611198906,0.25071202454715025,4.0,1.3862943611198906,0.0
TR,individual,1986,4.422476611830511,0.7998070943379966,422.0,6.045005314036012,0.47840968931016326
TT,individual,1986,3.0710803627360286,0.5554064107038219,27.0,3.295836866004329,0.13204508856682762
TW,individual,1986,4.18236876354343,0.7563834705810013,1210.0,7.098375638590786,0.6416279859617344
TZ,individual,1986,3.736640136792986,0.6757732267934191,103.0,4.634728988229636,0.3635575589459086
UA,individual,1986,3.4194158350673405,0.6184030540856947,341.0,5.831882477283517,0.6087604152120281
UG,individual,1986,2.675181144602198,0.48380784024236234,25.0,3.2188758248682006,0.25411764705882356
US,individual,1986,4.851041889222959,0.8773133378596633,172404.0,12.057595838798719,0.6078231595554628
UY,individual,1986,3.1693678301581096,0.573181748060814,36.0,3.58351893845611,0.20512820512820507
UZ,individual,1986,2.960131668440423,0.5353412841709235,55.0,4.007333185232471,0.37963636363636355
VE,individual,1986,4.414976484754206,0.7984506926267882,298.0,5.697093486505405,0.4074611524275955
VG,individual,1986,2.390536834173967,0.432329775161264,28.0,3.332204510175204,0.375
VI,individual,1986,1.5607104090414063,0.2822552535426076,6.0,1.791759469228055,0.1333333333333333
VN,individual,1986,3.555162082662597,0.6429528304634854,62.0,4.127134385045092,0.2672811059907836
VU,individual,1986,1.0986122886681096,0.19868457869355755,3.0,1.0986122886681098,0.0
YE,individual,1986,1.6094379124341005,0.2910676467610591,5.0,1.6094379124341003,0.0
ZA,individual,1986,4.769658372564625,0.8625950884038299,2146.0,7.671360923190644,0.5606619234878276
ZM,individual,1986,3.0347648434398216,0.5488387309811127,37.0,3.6109179126442243,0.26463963963963955
ZW,individual,1986,3.4107840753746927,0.6168419960531135,56.0,4.02535169073515,0.28088803088803105
AE,collaborative,1986,2.163955656882057,0.3969804424084632,10.0,2.302585092994046,0.0888888888888888
AL,collaborative,1986,1.6094379124341005,0.2952534505386428,5.0,1.6094379124341003,0.0
AM,collaborative,1986,2.811419498301341,0.5157585150518065,26.0,3.258096538021482,0.2008547008547008
AR,collaborative,1986,3.9345102349723073,0.7217909520338491,165.0,5.10594547390058,0.4255707762557077
AT,collaborative,1986,4.375470546314021,0.8026856870642481,491.0,6.19644412779452,0.48947164666475906
AU,collaborative,1986,4.65017520617435,0.8530806094630502,1449.0,7.278628942320682,0.5443997427693081
AZ,collaborative,1986,2.341994252232425,0.42964185121468934,14.0,2.6390573296152584,0.1558441558441559
BA,collaborative,1986,1.7917594692280547,0.3287005741183145,6.0,1.791759469228055,0.0
BB,collaborative,1986,0.6931471805599453,0.12715873983727546,2.0,0.6931471805599453,0.0
BD,collaborative,1986,3.152500897425979,0.5783303354544906,39.0,3.6635616461296463,0.24881291547958218
BE,collaborative,1986,4.37850193881032,0.8032417999080892,800.0,6.684611727667927,0.5514539007092201
BF,collaborative,1986,1.5607104090414066,0.28631432750588937,6.0,1.791759469228055,0.1333333333333333
BG,collaborative,1986,3.825121082236561,0.7017233715778368,192.0,5.2574953720277815,0.4711654589371981
BH,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
BI,collaborative,1986,2.0431918705451206,0.3748261708204614,9.0,2.1972245773362196,0.09722222222222232
BJ,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
BM,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
BN,collaborative,1986,1.0986122886681096,0.20154183428103903,3.0,1.0986122886681098,0.0
BO,collaborative,1986,1.0986122886681096,0.20154183428103903,3.0,1.0986122886681098,0.0
BR,collaborative,1986,4.250367239122541,0.779735324806274,406.0,6.0063531596017325,0.47876196672553206
BS,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
BW,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
BY,collaborative,1986,2.5147970818946126,0.4613427520859998,28.0,3.332204510175204,0.34375
CA,collaborative,1986,4.67795456114357,0.8581767677833145,3239.0,8.08301991917133,0.5972499570353313
CD,collaborative,1986,2.4307913288782323,0.44593178888477175,15.0,2.70805020110221,0.15000000000000013
CF,collaborative,1986,-0.0,-0.0,2.0,0.6931471805599453,0.0
CG,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
CH,collaborative,1986,4.098115431082571,0.751804535226102,1271.0,7.147559271189454,0.65133049536007
CI,collaborative,1986,2.479955520544517,0.4549510229417476,16.0,2.772588722239781,0.16346153846153855
CL,collaborative,1986,3.6555315020597305,0.6706119454483997,118.0,4.770684624465665,0.40772128060263646
CM,collaborative,1986,2.9020023132056036,0.5323760486971635,22.0,3.091042453358316,0.11483253588516762
CN,collaborative,1986,4.416257484267236,0.8101681031764543,878.0,6.777646593635117,0.5459862033312333
CO,collaborative,1986,3.373927137190388,0.6189512633108272,56.0,4.02535169073515,0.28256302521008414
CR,collaborative,1986,2.6363914389377974,0.48364939293599163,24.0,3.1780538303479458,0.25520833333333326
CU,collaborative,1986,2.2055983590263937,0.4046198495597918,14.0,2.6390573296152584,0.2142857142857142
CY,collaborative,1986,1.7917594692280547,0.3287005741183145,6.0,1.791759469228055,0.0
CZ,collaborative,1986,4.150629867286508,0.7614383759431099,462.0,6.135564891081739,0.5200164914450629
DE,collaborative,1986,4.275246789546022,0.7842995102611037,4208.0,8.344742754417545,0.6985875118821294
DK,collaborative,1986,4.316371908268987,0.791843966069531,602.0,6.400257445308821,0.5416580149501662
DO,collaborative,1986,1.791759469228055,0.3287005741183145,6.0,1.791759469228055,0.0
DZ,collaborative,1986,3.0602870926086956,0.5614135946164281,30.0,3.4011973816621555,0.17971014492753623
EC,collaborative,1986,2.3693821196946763,0.43466619064937745,12.0,2.4849066497880004,0.07575757575757591
EE,collaborative,1986,2.0982737395252498,0.38493101037522515,11.0,2.3978952727983707,0.16161616161616155
EG,collaborative,1986,4.161722690733117,0.7634733686405752,256.0,5.545177444479562,0.4448832417582418
ES,collaborative,1986,4.264271871872421,0.7822861475290132,669.0,6.505784060128229,0.5644518992685905
ET,collaborative,1986,2.0794415416798357,0.3814762195118264,8.0,2.0794415416798357,0.0
FI,collaborative,1986,4.326405762463238,0.7936846894986029,381.0,5.942799375126701,0.4768844683888198
FJ,collaborative,1986,1.6094379124341005,0.2952534505386428,5.0,1.6094379124341003,0.0
FO,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
FR,collaborative,1986,4.353642774459714,0.7986813543044914,2852.0,7.955775781534187,0.647277237756285
GA,collaborative,1986,0.6931471805599453,0.12715873983727546,2.0,0.6931471805599453,0.0
GB,collaborative,1986,4.670186620892023,0.8567517291750352,5124.0,8.541690663016626,0.6244136246768222
GD,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
GE,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
GH,collaborative,1986,3.475032935969634,0.6374992518529203,51.0,3.9318256327243257,0.22681505034446214
GI,collaborative,1986,0.6931471805599453,0.12715873983727546,2.0,0.6931471805599453,0.0
GM,collaborative,1986,1.303092403761719,0.23905397381838764,9.0,2.1972245773362196,0.3555555555555556
GP,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
GR,collaborative,1986,4.144160442356778,0.760251551637092,293.0,5.680172609017068,0.4733497930433519
GT,collaborative,1986,0.8675632284814612,0.15915558766861387,6.0,1.791759469228055,0.3333333333333335
GU,collaborative,1986,1.0986122886681096,0.20154183428103903,3.0,1.0986122886681098,0.0
GW,collaborative,1986,0.6931471805599453,0.12715873983727546,2.0,0.6931471805599453,0.0
GY,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
HK,collaborative,1986,3.833851598490179,0.7033249959890363,70.0,4.248495242049359,0.21263736263736277
HN,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
HR,collaborative,1986,3.474073639277761,0.6373232676436648,103.0,4.634728988229636,0.4218136748605661
HT,collaborative,1986,0.6931471805599453,0.12715873983727546,2.0,0.6931471805599453,0.0
HU,collaborative,1986,4.218440874270718,0.7738783922009026,539.0,6.289715570908998,0.5452501493663722
ID,collaborative,1986,2.9458347867644847,0.5404171722247747,36.0,3.58351893845611,0.29227053140096615
IE,collaborative,1986,4.362443356285959,0.8002958323349093,187.0,5.231108616854587,0.3461497326203209
IL,collaborative,1986,4.510506825080738,0.8274582657053667,1188.0,7.080026499922591,0.5536346369679703
IN,collaborative,1986,4.441424911707065,0.8147851000393853,923.0,6.827629234502852,0.5622184524148943
IQ,collaborative,1986,3.2001736161173637,0.5870759568801109,34.0,3.5263605246161616,0.16289592760180982
IR,collaborative,1986,3.405103260076434,0.6246705630647398,51.0,3.9318256327243257,0.2543417366946781
IS,collaborative,1986,3.0878475864182793,0.5664696025760777,34.0,3.5263605246161616,0.22352941176470575
IT,collaborative,1986,4.249488047595152,0.7795740359922475,1650.0,7.408530566894626,0.631404958677686
JM,collaborative,1986,2.4410152780267027,0.44780738547715726,14.0,2.6390573296152584,0.11904761904761907
JO,collaborative,1986,3.4467083590050014,0.6323030718578766,43.0,3.7612001156935624,0.17305061559507529
JP,collaborative,1986,4.454662496222509,0.8172135519074482,2752.0,7.920083199053234,0.6275395671834625
KE,collaborative,1986,3.4926830413842778,0.6407371863428336,63.0,4.143134726391533,0.27527151211361733
KH,collaborative,1986,1.732867951399863,0.31789684959318865,8.0,2.0794415416798357,0.16666666666666652
KP,collaborative,1986,-0.0,-0.0,2.0,0.6931471805599453,0.0
KR,collaborative,1986,4.032077192681524,0.7396897356400068,198.0,5.288267030694535,0.4200446018627837
KW,collaborative,1986,3.639094508997479,0.6675965579764035,67.0,4.204692619390966,0.26268656716417915
KZ,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
LA,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
LB,collaborative,1986,2.857102837442002,0.5241391822457387,20.0,2.995732273553991,0.0888888888888888
LI,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
LK,collaborative,1986,2.425479708432719,0.44495736529727364,17.0,2.833213344056216,0.20814479638009065
LR,collaborative,1986,1.277034259466139,0.2342735738051508,7.0,1.9459101490553132,0.25
LS,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
LT,collaborative,1986,2.30348849521927,0.422577920673534,15.0,2.70805020110221,0.20606060606060606
LU,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
LV,collaborative,1986,2.500138026365427,0.4586535295361943,22.0,3.091042453358316,0.26623376623376616
LY,collaborative,1986,2.0431918705451206,0.3748261708204614,9.0,2.1972245773362196,0.09722222222222232
MA,collaborative,1986,3.191271629878359,0.5854428760800331,58.0,4.060443010546419,0.34913793103448265
MC,collaborative,1986,0.5004024235381879,0.09179946679900203,5.0,1.6094379124341003,0.30000000000000004
MG,collaborative,1986,1.0114042647073516,0.1855434103653698,6.0,1.791759469228055,0.22222222222222232
MK,collaborative,1986,1.3321790402101223,0.2443899546037326,5.0,1.6094379124341003,0.1499999999999999
ML,collaborative,1986,2.3516733019046305,0.43141748529884705,13.0,2.5649493574615367,0.12587412587412605
MM,collaborative,1986,1.7478680974667573,0.32064864563988177,7.0,1.9459101490553132,0.11904761904761907
MN,collaborative,1986,1.791759469228055,0.3287005741183145,6.0,1.791759469228055,0.0
MQ,collaborative,1986,1.0986122886681096,0.20154183428103903,3.0,1.0986122886681098,0.0
MR,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
MS,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
MT,collaborative,1986,1.3862943611198906,0.25431747967455093,4.0,1.3862943611198906,0.0
MU,collaborative,1986,-0.0,-0.0,1.0,0.0,0.0
MV,collaborative,1986,0.6931471805599453,0.12715873983727546,2.0,0.6931471805599453,0.0
MW,collaborative,1986,1.5607104090414063,0.2863143275058893,6.0,1.791759469228055,0.1333333333333333
MX,collaborative,1986,4.239262765149267,0.77769819480474,208.0,5.337538079701318,0.3803888419273036
MY,collaborative,1986,3.5605886868627508,0.6531945641538549,71.0,4.2626798770413155,0.29543930248155603
MZ,collaborative,1986,1.791759469228055,0.3287005741183145,6.0,1.791759469228055,0.0
NC,collaborative,1986,1.6094379124341005,0.2952534505386428,5.0,1.6094379124341003,0.0
NE,collaborative,1986,2.5245459216333592,0.46313118924743085,19.0,2.9444389791664403,0.2142857142857144
