year,cluster,country,countries_share,medoid,total_articles,total_articles_share,mean_distance,n_stayed
1983,1,42,0.1926605504587156,RU,21399.0,0.0624234256309728,0.5252236815855553,32.0
1983,2,10,0.045871559633027525,AF,31.0,9.043068342259717e-05,0.742754988287619,5.0
1983,3,38,0.1743119266055046,GH,2710.0,0.007905392002427044,0.588703719605221,20.0
1984,0,76,0.3486238532110092,BE,347503.0,0.9510234018155496,0.4389025868744787,62.0
1984,1,33,0.15137614678899083,RU,13137.0,0.035952479344497384,0.5463511333424994,30.0
1984,2,18,0.08256880733944955,MR,88.0,0.00024083262406301057,0.7039083421051241,4.0
1984,3,52,0.23853211009174313,BO,4671.0,0.012783286215890028,0.5301007657838799,23.0
1985,0,75,0.3440366972477064,US,353619.0,0.9278976218652993,0.4096524506959738,53.0
1985,1,37,0.16972477064220184,BG,25299.0,0.06638467371823971,0.5235743482657071,25.0
1985,2,23,0.10550458715596331,SM,518.0,0.0013592340007924492,0.6564645786149227,6.0
1985,3,46,0.21100917431192662,SD,1661.0,0.004358470415668452,0.5745175296595367,25.0
1986,0,90,0.41284403669724773,AU,368522.0,0.9229247329062504,0.43618100742115323,58.0
1986,1,44,0.2018348623853211,TW,26782.0,0.06707271261063166,0.5108830041857451,35.0
1986,2,36,0.1651376146788991,DO,3942.0,0.009872325932010678,0.5571009198084347,12.0
1986,3,9,0.04128440366972477,HT,52.0,0.0001302285511071931,0.726177060900694,3.0
1987,0,104,0.47706422018348627,ZA,406652.0,0.9269541391894633,0.42091430158065557,73.0
1987,1,43,0.19724770642201836,CN,31558.0,0.07193575520233783,0.49432138153343796,32.0
1987,2,16,0.07339449541284404,MV,338.0,0.0007704634405979525,0.7056284219225097,10.0
1987,3,21,0.0963302752293578,RW,149.0,0.0003396421676008726,0.6868799279869663,7.0
1988,0,91,0.41743119266055045,MY,391123.0,0.8541948305797307,0.4393073441979629,76.0
1988,1,58,0.26605504587155965,RO,65278.0,0.14256418096246873,0.4807929676722877,37.0
1988,2,31,0.14220183486238533,PE,1453.0,0.003173285868722496,0.5865075880844216,9.0
1988,3,9,0.04128440366972477,WS,31.0,6.770258907804361e-05,0.7699949183627293,5.0
1989,0,82,0.3761467889908257,BE,445433.0,0.9206109394537507,0.42437066742887414,63.0
1989,1,38,0.1743119266055046,RO,36060.0,0.07452799966931559,0.5074989014218785,33.0
1989,2,41,0.18807339449541285,DO,1547.0,0.0031973049220308156,0.587949086407394,23.0
1989,3,28,0.12844036697247707,SN,805.0,0.001663755954902913,0.53799595034258,2.0
1990,0,90,0.41284403669724773,AU,393972.0,0.7617224658360595,0.4326475341046611,63.0
1990,1,46,0.21100917431192662,RO,121762.0,0.2354199051839478,0.47948937223766336,29.0
1990,2,27,0.12385321100917432,SV,917.0,0.0017729673712133516,0.6228513408535552,21.0
1990,3,25,0.11467889908256881,NE,561.0,0.0010846616087793787,0.5796954759588361,17.0
1991,0,83,0.38073394495412843,AU,402036.0,0.7499958026381818,0.4222049583153848,61.0
1991,1,60,0.27522935779816515,GR,132825.0,0.24778425933353357,0.45648231769952463,40.0
1991,2,33,0.15137614678899083,GH,1138.0,0.0021229323329310084,0.5993374843443467,19.0
1991,3,9,0.04128440366972477,ME,52.0,9.700569535361374e-05,0.7253040210656273,3.0
1992,0,86,0.3944954128440367,MY,414236.0,0.7470064631542501,0.4323057457946153,66.0
1992,1,53,0.24311926605504589,RS,135037.0,0.2435170090599573,0.46022973010576784,44.0
1992,2,35,0.16055045871559634,CO,5114.0,0.009222257487448786,0.4837537007740023,19.0
1992,3,13,0.05963302752293578,TO,141.0,0.00025427029834381674,0.7329648732731121,2.0
1993,0,95,0.43577981651376146,AU,435566.0,0.7479633750961644,0.4447880663189,66.0
1993,1,65,0.2981651376146789,GR,145625.0,0.25007040608858117,0.4783227566578432,45.0
1993,2,15,0.06880733944954129,ML,394.0,0.0006765853390482471,0.6670384577434813,6.0
1993,3,24,0.11009174311926606,DM,751.0,0.0012896334762061766,0.6664535348243117,8.0
1994,0,83,0.38073394495412843,BE,546661.0,0.9113249412772796,0.39130004724483836,56.0
1994,1,33,0.15137614678899083,RU,44674.0,0.07447491302035665,0.5076436628002606,30.0
1994,2,32,0.14678899082568808,ML,1069.0,0.0017821032819707494,0.5741351039298517,11.0
1994,3,49,0.22477064220183487,BO,7449.0,0.012418042420392997,0.560103292025395,14.0
1995,0,99,0.4541284403669725,AU,516721.0,0.8321150839086402,0.4127309504720206,59.0
1995,1,49,0.22477064220183487,CN,102613.0,0.16524550986918915,0.47297758765986264,30.0
1995,2,10,0.045871559633027525,SB,77.0,0.00012399895003486463,0.7212828167225958,3.0
1995,3,37,0.16972477064220184,PE,1562.0,0.0025154072721358255,0.5608053886516143,27.0
1996,0,100,0.45871559633027525,CA,606072.0,0.9059345114065429,0.4286371196764751,77.0
1996,1,48,0.22018348623853212,CN,60412.0,0.09030167323864503,0.5007012317249341,34.0
1996,2,9,0.04128440366972477,GN,75.0,0.00011210728816954209,0.7541223134439008,3.0
1996,3,42,0.1926605504587156,PE,2443.0,0.0036517080666425513,0.5836006675432698,24.0
1997,0,85,0.38990825688073394,US,610506.0,0.8922747740835091,0.39148716238575815,71.0
1997,1,49,0.22477064220183487,AZ,69502.0,0.10157947890496088,0.46794937233073597,36.0
1997,2,19,0.0871559633027523,GM,197.0,0.00028792203597417766,0.6541101932506457,3.0
1997,3,40,0.1834862385321101,LU,4008.0,0.005857824975555858,0.5397237307350297,23.0
1998,0,76,0.3486238532110092,IE,513091.0,0.721643931178912,0.4097654294452463,65.0
1998,1,64,0.29357798165137616,SK,193312.0,0.2718863352194013,0.4716735290209706,49.0
1998,2,15,0.06880733944954129,TD,88.0,0.00012376881672791816,0.7204413869288466,6.0
1998,3,43,0.19724770642201836,BW,4512.0,0.006345964784958713,0.5545612777848051,28.0
1999,0,93,0.42660550458715596,DK,580596.0,0.7836488106164494,0.4289002778210643,63.0
1999,1,48,0.22018348623853212,CN,148733.0,0.2007496409713749,0.46027897795047606,44.0
1999,2,16,0.07339449541284404,AF,225.0,0.00030368962650225133,0.6803873832324675,3.0
1999,3,38,0.1743119266055046,BO,11334.0,0.015297858785673408,0.4442455298519784,24.0
2000,0,92,0.42201834862385323,BD,567361.0,0.6958658508016989,0.3824875048822093,65.0
2000,1,57,0.26146788990825687,CN,246224.0,0.3019926876323849,0.44619428793226795,42.0
2000,2,17,0.0779816513761468,GM,199.0,0.00024407265270178614,0.6387148173542754,4.0
2000,3,32,0.14678899082568808,LU,1547.0,0.0018973889132143879,0.5746278114640302,15.0
2001,0,91,0.41743119266055045,IE,584887.0,0.6815633539395564,0.38719399495730705,74.0
2001,1,60,0.27522935779816515,CN,269708.0,0.31428821133711277,0.4322889173148725,48.0
2001,2,16,0.07339449541284404,GI,206.0,0.00024004987443993218,0.6397006972785774,7.0
2001,3,32,0.14678899082568808,NI,3354.0,0.003908384848890935,0.5562055955378732,17.0
2002,0,78,0.3577981651376147,CA,908557.0,0.8235501531879408,0.36645453197941263,41.0
2002,1,29,0.13302752293577982,RU,169604.0,0.15373542901687787,0.491871159028561,23.0
2002,2,26,0.11926605504587157,RE,1680.0,0.0015228150323598195,0.5814498587818707,7.0
2002,3,68,0.3119266055045872,UY,23379.0,0.02119160276282156,0.463775077633301,12.0
2003,0,81,0.37155963302752293,BR,732904.0,0.6440207625044705,0.3877425833866837,36.0
2003,1,70,0.3211009174311927,CN,402207.0,0.35342917875279106,0.4302510342045576,25.0
2003,2,27,0.12385321100917432,RE,2164.0,0.001901559999753957,0.5798419763383074,13.0
2003,3,24,0.11009174311926606,ST,738.0,0.0006484987429844826,0.6025569326373519,15.0
2004,0,87,0.39908256880733944,NL,841981.0,0.6873909089276297,0.4061076787052741,52.0
2004,1,46,0.21100917431192662,TW,364896.0,0.29790006318914125,0.4559404436112496,41.0
2004,2,55,0.25229357798165136,CO,17778.0,0.014513908958652748,0.4304625295641025,14.0
2004,3,17,0.0779816513761468,BT,239.0,0.00019511892457633068,0.660951986228489,3.0
2005,0,79,0.3623853211009174,US,925088.0,0.6689705991887785,0.33669669092128024,60.0
2005,1,52,0.23853211009174313,CN,445347.0,0.32204941523068614,0.41219456580970887,36.0
2005,2,46,0.21100917431192662,GH,11745.0,0.008493310568802323,0.45668247835212616,31.0
2005,3,25,0.11467889908256881,GA,673.0,0.0004866750117329897,0.5377734079271769,4.0
2006,0,83,0.38073394495412843,NL,969805.0,0.6146631063967605,0.3903479018050685,57.0
2006,1,59,0.2706422018348624,CN,581267.0,0.36840744259508434,0.4183404671009882,43.0
2006,2,55,0.25229357798165136,CO,26593.0,0.0168546625233001,0.4026310368097876,31.0
2006,3,10,0.045871559633027525,AW,118.0,7.478848485501492e-05,0.6832859254782258,3.0
2007,0,70,0.3211009174311927,BE,1024767.0,0.5981676149049397,0.3383125166768554,43.0
2007,1,54,0.24770642201834864,JO,662170.0,0.3865158124350257,0.44366664967664693,38.0
2007,2,68,0.3119266055045872,ZM,25953.0,0.015149047646565416,0.45386300220754333,35.0
2007,3,18,0.08256880733944955,TD,287.0,0.00016752501346912782,0.622587458788945,5.0
2008,0,75,0.3440366972477064,NL,1014198.0,0.5468878236064902,0.3932214599898648,47.0
2008,1,60,0.27522935779816515,CN,759862.0,0.4097417618860172,0.4234477168164061,44.0
2008,2,57,0.26146788990825687,CO,79967.0,0.04312075017929458,0.39371610792923284,38.0
2008,3,16,0.07339449541284404,AF,463.0,0.00024966432819804906,0.6104460596320415,8.0
2009,0,76,0.3486238532110092,CA,1119713.0,0.5569190305732414,0.32483204323635745,45.0
2009,1,45,0.20642201834862386,TW,794362.0,0.39509706055410737,0.4480364884893077,40.0
2009,2,63,0.2889908256880734,PH,95098.0,0.04729951868867657,0.39834364827642627,38.0
2009,3,23,0.10550458715596331,SV,1376.0,0.0006843901839746258,0.5517531036553034,8.0
2010,0,83,0.38073394495412843,AU,1092149.0,0.513022752649199,0.334848340018691,46.0
2010,1,70,0.3211009174311927,SK,1016091.0,0.47729549883951483,0.3998028613853157,39.0
2010,2,42,0.1926605504587156,BO,20543.0,0.009649806397911362,0.4538436969090495,19.0
2010,3,11,0.05045871559633028,DJ,68.0,3.1942113374773525e-05,0.7299764286444431,2.0
2011,0,75,0.3440366972477064,IE,1221200.0,0.5251668991758681,0.3536200245105695,50.0
2011,1,51,0.23394495412844038,CN,934764.0,0.4019874806266223,0.4199002843334963,44.0
2011,2,71,0.3256880733944954,ZA,168867.0,0.07261984831569876,0.35482561630887094,30.0
2011,3,12,0.05504587155963303,BT,525.0,0.0002257718818107851,0.6095158261914723,2.0
2012,0,96,0.44036697247706424,FR,1456645.0,0.6095570198160589,0.3092148040980325,46.0
2012,1,43,0.19724770642201836,CN,913685.0,0.38234649187045283,0.4254938758392132,34.0
2012,2,31,0.14220183486238533,BO,7277.0,0.003045180145609576,0.4454231111952335,18.0
2012,3,38,0.1743119266055046,CU,12071.0,0.005051308167878685,0.4908839622195784,3.0
2013,0,81,0.37155963302752293,BE,1471937.0,0.5731040715102522,0.29938334036133396,70.0
2013,1,50,0.22935779816513763,SG,1040611.0,0.4051657108683015,0.3964416555121516,38.0
2013,2,41,0.18807339449541285,SS,42412.0,0.01651326781030222,0.4078993496299817,25.0
2013,3,37,0.16972477064220184,PY,13399.0,0.005216949811144003,0.42988542726806545,24.0
2014,0,91,0.41743119266055045,BE,1603601.0,0.5912361717149931,0.2990358868828122,68.0
2014,1,50,0.22935779816513763,SG,1067368.0,0.3935309158145254,0.3983739569152194,41.0
2014,2,41,0.18807339449541285,BO,30428.0,0.011218585067572177,0.4409777031396297,29.0
2014,3,30,0.13761467889908258,TG,10888.0,0.004014327402909355,0.50527291127611,19.0
2015,0,69,0.3165137614678899,DK,1471040.0,0.5405852346704523,0.3097244617985101,44.0
2015,1,68,0.3119266055045872,MN,1138317.0,0.4183145003360651,0.33857953751232966,36.0
2015,2,54,0.24770642201834864,BO,111241.0,0.040879406467516706,0.3837260179107563,34.0
2015,3,17,0.0779816513761468,CG,601.0,0.0002208585259659437,0.536919258866354,12.0
2016,0,65,0.2981651376146789,AU,1340751.0,0.4870729146610382,0.28817185719425287,45.0
2016,1,51,0.23394495412844038,SG,1060560.0,0.3852841059771059,0.378256020828548,39.0
2016,2,75,0.3440366972477064,ZW,350443.0,0.12731021154006836,0.35576258045474946,45.0
2016,3,23,0.10550458715596331,MQ,916.0,0.0003327678217875735,0.502355055421351,14.0
2017,0,82,0.3761467889908257,AT,2146757.0,0.7336776688623667,0.3099293710714822,27.0
2017,1,34,0.1559633027522936,SS,12879.0,0.004401539017820098,0.39813884842830666,3.0
2017,2,62,0.28440366972477066,CO,757890.0,0.25901719125830225,0.2708011020489446,35.0
2017,3,31,0.14220183486238533,CG,8496.0,0.0029036008615109525,0.4033340519752498,14.0
2018,0,62,0.28440366972477066,BG,2114044.0,0.6602178611135401,0.3236969118183456,56.0
2018,1,45,0.20642201834862386,MZ,182477.0,0.05698773282032704,0.36807433009274765,22.0
2018,2,61,0.2798165137614679,ZA,778680.0,0.24318247117462619,0.25885632384574264,36.0
2018,3,45,0.20642201834862386,PY,126839.0,0.03961193489150666,0.3685520818165396,24.0
2019,0,66,0.30275229357798167,IE,1218967.0,0.36005449109985593,0.3591548181603242,14.0
2019,1,61,0.2798165137614679,BG,1518944.0,0.4486607175823296,0.3231012739419046,4.0
2019,2,67,0.3073394495412844,AL,645229.0,0.19058563458885183,0.28664922173511104,38.0
2019,3,21,0.0963302752293578,LS,2367.0,0.0006991567289626044,0.4511453870164141,2.0
2020,0,79,0.3623853211009174,AU,2070883.0,0.5513685682457661,0.28899009599907954,44.0
2020,1,51,0.23394495412844038,MY,1198962.0,0.3192212989923044,0.3231900943113136,34.0
2020,2,75,0.3440366972477064,AF,485847.0,0.12935581815896927,0.31716084591358085,43.0
2020,3,8,0.03669724770642202,AG,204.0,5.431460296025236e-05,0.5958366125451732,1.0
2021,0,70,0.3211009174311927,AU,1907894.0,0.48009954818310724,0.287493922457011,58.0
2021,1,58,0.26605504587155965,MY,1407367.0,0.3541476941736884,0.29898513405882543,42.0
2021,2,75,0.3440366972477064,MD,658415.0,0.16568255050698863,0.2853430917280801,60.0
2021,3,12,0.05504587155963303,CF,279.0,7.020713621568438e-05,0.5358201914373666,5.0
2022,0,63,0.2889908256880734,CA,2226909.0,0.5538951839245936,0.2702813159153839,50.0
2022,1,42,0.1926605504587156,MN,1024469.0,0.2548143840543302,0.32860961955146484,38.0
2022,2,84,0.3853211009174312,CL,765653.0,0.19043953266946104,0.2951832878585916,62.0
2022,3,25,0.11467889908256881,GM,3421.0,0.0008508993516151915,0.436375165986146,9.0
2023,0,62,0.28440366972477066,AU,1560461.0,0.39444178331068913,0.28867656468487246,35.0
2023,1,78,0.3577981651376147,AT,1912977.0,0.48354816897848274,0.29720263022683197,37.0
2023,2,66,0.30275229357798167,AF,481445.0,0.12169610414231097,0.3279019396809846,55.0
2023,3,10,0.045871559633027525,AG,1242.0,0.00031394356851717275,0.621559295995958,9.0
