year,country,from_start,dist_yearly
1977,PE,0.7592592592592593,0.723404255319149
1978,PE,0.6721311475409836,0.6538461538461539
1979,PE,0.71875,0.6507936507936508
1980,PE,0.7,0.582089552238806
1981,PE,0.6875,0.6527777777777778
1982,PE,0.6865671641791045,0.5757575757575758
1983,PE,0.7205882352941176,0.5076923076923077
1984,PE,0.7051282051282052,0.5333333333333333
1985,PE,0.6883116883116883,0.5238095238095238
1986,PE,0.7162162162162162,0.5063291139240507
1987,PE,0.7,0.524390243902439
1988,PE,0.6781609195402298,0.5463917525773195
1989,PE,0.7717391304347826,0.5436893203883495
1990,PE,0.6966292134831461,0.5754716981132075
1991,PE,0.6744186046511628,0.48
1992,PE,0.6631578947368421,0.4326923076923077
1993,PE,0.7115384615384616,0.46218487394957986
1994,PE,0.7,0.3684210526315789
1995,PE,0.6947368421052632,0.4144144144144144
1996,PE,0.7087378640776699,0.4434782608695652
1997,PE,0.7211538461538461,0.4838709677419355
1998,PE,0.7734375,0.45255474452554745
1999,PE,0.6875,0.38571428571428573
2000,PE,0.7256637168141593,0.41044776119402987
2001,PE,0.7377049180327869,0.38235294117647056
2002,PE,0.7307692307692307,0.40397350993377484
2003,PE,0.717741935483871,0.3708609271523179
2004,PE,0.7605633802816901,0.3525641025641026
2005,PE,0.7638888888888888,0.3473053892215569
2006,PE,0.7818181818181819,0.31843575418994413
2007,PE,0.7701863354037267,0.2459016393442623
2008,PE,0.7615894039735099,0.29444444444444445
2009,PE,0.7682926829268293,0.3005464480874317
2010,PE,0.774390243902439,0.2804232804232804
2011,PE,0.7790697674418605,0.27461139896373055
2012,PE,0.7650602409638554,0.2538860103626943
2013,PE,0.8109452736318408,0.24880382775119617
2014,PE,0.8115942028985508,0.16666666666666666
2015,PE,0.8040201005025126,0.1461187214611872
2016,PE,0.8040201005025126,0.1743119266055046
2017,PE,0.8155339805825242,0.17194570135746606
2018,PE,0.8106796116504854,0.11467889908256881
2019,PE,0.8177570093457944,0.11659192825112108
2020,PE,0.8125,0.09049773755656108
2021,PE,0.8151658767772512,0.1210762331838565
2022,PE,0.8194444444444444,0.11061946902654868
1970,PF,0.0,
1972,PF,1.0,1.0
1973,PF,1.0,1.0
1975,PF,1.0,1.0
1976,PF,1.0,1.0
1981,PF,1.0,1.0
1982,PF,0.5,1.0
1984,PF,0.6666666666666666,0.5
1986,PF,1.0,1.0
1987,PF,0.6666666666666666,1.0
1988,PF,1.0,1.0
1989,PF,1.0,1.0
1990,PF,1.0,1.0
1991,PF,1.0,1.0
1992,PF,0.75,0.8333333333333334
1993,PF,0.875,0.75
1994,PF,0.875,0.7272727272727273
1995,PF,1.0,0.7272727272727273
1996,PF,1.0,0.8
1997,PF,0.875,0.9090909090909091
1998,PF,1.0,0.8181818181818182
1999,PF,0.8571428571428571,0.9090909090909091
2000,PF,1.0,1.0
2001,PF,0.8333333333333334,0.8888888888888888
2002,PF,1.0,0.9
2003,PF,1.0,0.9090909090909091
2004,PF,1.0,0.6153846153846154
2005,PF,1.0,0.75
2006,PF,1.0,0.75
2007,PF,1.0,0.8235294117647058
2008,PF,1.0,0.8666666666666667
2009,PF,1.0,0.8823529411764706
2010,PF,1.0,0.6666666666666666
2011,PF,1.0,0.75
2012,PF,1.0,0.72
2013,PF,1.0,0.8518518518518519
2014,PF,0.9666666666666667,0.7777777777777778
2015,PF,1.0,0.7380952380952381
2016,PF,1.0,0.8205128205128205
2017,PF,1.0,0.7941176470588235
2018,PF,1.0,0.6333333333333333
2019,PF,1.0,0.6666666666666666
2020,PF,0.9615384615384616,0.7647058823529411
2021,PF,1.0,0.7435897435897436
2022,PF,1.0,0.7837837837837838
1970,PG,0.0,
1971,PG,0.7142857142857143,0.7142857142857143
1972,PG,0.8518518518518519,0.8461538461538461
1973,PG,0.8064516129032258,0.7878787878787878
1974,PG,0.8285714285714286,0.717948717948718
1975,PG,0.8387096774193549,0.7435897435897436
1976,PG,0.8064516129032258,0.7837837837837838
1977,PG,0.7297297297297297,0.6976744186046512
1978,PG,0.7567567567567568,0.673469387755102
1979,PG,0.7878787878787878,0.6818181818181818
1980,PG,0.8571428571428571,0.8181818181818182
1981,PG,0.8571428571428571,0.7317073170731707
1982,PG,0.9285714285714286,0.7608695652173914
1983,PG,0.8636363636363636,0.7818181818181819
1984,PG,0.8571428571428571,0.7272727272727273
1985,PG,0.8461538461538461,0.7254901960784313
1986,PG,0.7692307692307693,0.7254901960784313
1987,PG,0.8636363636363636,0.6792452830188679
1988,PG,0.85,0.7169811320754716
1989,PG,0.8611111111111112,0.7446808510638298
1990,PG,0.8085106382978723,0.7454545454545455
1991,PG,0.8571428571428571,0.7333333333333333
1992,PG,0.7631578947368421,0.8245614035087719
1993,PG,0.8571428571428571,0.8035714285714286
1994,PG,0.8235294117647058,0.7755102040816326
1995,PG,0.8108108108108109,0.7555555555555555
1996,PG,0.9166666666666666,0.7777777777777778
1997,PG,0.8888888888888888,0.7857142857142857
1998,PG,0.9375,0.9047619047619048
1999,PG,0.8787878787878788,0.925
2000,PG,0.9142857142857143,0.825
2001,PG,0.8148148148148148,0.8333333333333334
2002,PG,0.9375,0.7741935483870968
2003,PG,0.8333333333333334,0.8285714285714286
2004,PG,0.7727272727272727,0.7857142857142857
2005,PG,0.76,0.8461538461538461
2006,PG,0.8214285714285714,0.875
2007,PG,0.7857142857142857,0.8529411764705882
2008,PG,0.8181818181818182,0.8157894736842105
2009,PG,0.8064516129032258,0.8292682926829268
2010,PG,0.8571428571428571,0.8285714285714286
2011,PG,0.8387096774193549,0.7096774193548387
2012,PG,0.8846153846153846,0.8064516129032258
2013,PG,0.8611111111111112,0.7272727272727273
2014,PG,0.8529411764705882,0.8444444444444444
2015,PG,0.8541666666666666,0.8214285714285714
2016,PG,0.8857142857142857,0.7307692307692307
2017,PG,0.9166666666666666,0.6842105263157895
2018,PG,0.8823529411764706,0.7105263157894737
2019,PG,0.7741935483870968,0.7692307692307693
2020,PG,0.8292682926829268,0.8163265306122449
2021,PG,0.8181818181818182,0.7446808510638298
2022,PG,0.9333333333333333,0.7959183673469388
1970,PH,0.0,
1971,PH,0.8679245283018868,0.8679245283018868
1972,PH,0.8245614035087719,0.7708333333333334
1973,PH,0.75,0.855072463768116
1974,PH,0.7368421052631579,0.746268656716418
1975,PH,0.6792452830188679,0.7666666666666667
1976,PH,0.7368421052631579,0.7017543859649122
1977,PH,0.7368421052631579,0.711864406779661
1978,PH,0.6935483870967742,0.7121212121212122
1979,PH,0.7068965517241379,0.6666666666666666
1980,PH,0.7647058823529411,0.6417910447761194
1981,PH,0.7101449275362319,0.5616438356164384
1982,PH,0.7397260273972602,0.6219512195121951
1983,PH,0.7017543859649122,0.6575342465753424
1984,PH,0.7540983606557377,0.6333333333333333
1985,PH,0.671875,0.6521739130434783
1986,PH,0.6923076923076923,0.64
1987,PH,0.7464788732394366,0.675
1988,PH,0.7397260273972602,0.6219512195121951
1989,PH,0.75,0.6477272727272727
1990,PH,0.7727272727272727,0.6082474226804123
1991,PH,0.7752808988764045,0.6203703703703703
1992,PH,0.776595744680851,0.6071428571428571
1993,PH,0.7802197802197802,0.5765765765765766
1994,PH,0.7816091954022989,0.580952380952381
1995,PH,0.7608695652173914,0.6666666666666666
1996,PH,0.7272727272727273,0.5636363636363636
1997,PH,0.7526881720430108,0.5964912280701754
1998,PH,0.7634408602150538,0.5315315315315315
1999,PH,0.7391304347826086,0.5826086956521739
2000,PH,0.7021276595744681,0.559322033898305
2001,PH,0.7924528301886793,0.5203252032520326
2002,PH,0.7672413793103449,0.45038167938931295
2003,PH,0.784,0.506578947368421
2004,PH,0.8068965517241379,0.46107784431137727
2005,PH,0.7734375,0.4121212121212121
2006,PH,0.8041958041958042,0.46153846153846156
2007,PH,0.8055555555555556,0.391812865497076
2008,PH,0.7922077922077922,0.30409356725146197
2009,PH,0.7884615384615384,0.29444444444444445
2010,PH,0.806060606060606,0.2903225806451613
2011,PH,0.8083832335329342,0.30927835051546393
2012,PH,0.8045977011494253,0.2964824120603015
