subfield_id,counts_all,counts_individual,counts_collab,probability_all,probability_individual,probability_collab,counts_individual_pct,counts_collab_pct,year
1605,6020,5893,127.0,0.030327455919395466,0.03054364896313304,0.02282940859248607,97.89036544850498,2.1096345514950166,1970
1606,1444,1403,41.0,0.00727455919395466,0.007271803749410429,0.007370124033794715,97.1606648199446,2.8393351800554014,1970
1607,3254,3161,93.0,0.01639294710327456,0.016383586352021643,0.01671759841811972,97.1419791026429,2.858020897357099,1970
1702,1468,1423,45.0,0.007395465994962216,0.007375464529872445,0.008089160524896638,96.93460490463215,3.0653950953678475,1970
1703,1451,1411,40.0,0.007309823677581864,0.007313268061595235,0.007190364911019234,97.24328049620951,2.7567195037904892,1970
1704,36,36,,0.000181360201511335,0.00018658940483162897,,100.0,,1970
1705,731,711,20.0,0.0036826196473551637,0.0036851407454246725,0.003595182455509617,97.2640218878249,2.7359781121751023,1970
1706,102,99,3.0,0.0005138539042821159,0.0005131208632869797,0.0005392773683264426,97.05882352941177,2.941176470588235,1970
1707,431,420,11.0,0.0021712846347607053,0.002176876389702338,0.0019773503505302894,97.4477958236659,2.5522041763341066,1970
1708,116,113,3.0,0.000584382871536524,0.000585683409610391,0.0005392773683264426,97.41379310344827,2.586206896551724,1970
1709,56,52,4.0,0.00028211586901763226,0.00026951802920124185,0.0007190364911019234,92.85714285714286,7.142857142857142,1970
1710,711,694,17.0,0.0035818639798488663,0.0035970290820319588,0.0030559050871831746,97.60900140646976,2.390998593530239,1970
1711,218,215,3.0,0.0010982367758186398,0.001114353389966673,0.0005392773683264426,98.62385321100918,1.3761467889908259,1970
1712,38,38,,0.00019143576826196473,0.0001969554828778306,,100.0,,1970
1800,38,37,1.0,0.00019143576826196473,0.0001917724438547298,0.00017975912277548085,97.36842105263158,2.631578947368421,1970
1802,183,175,8.0,0.0009219143576826197,0.0009070318290426408,0.0014380729822038468,95.62841530054644,4.371584699453552,1970
1803,650,636,14.0,0.00327455919395466,0.003296412818692112,0.002516627718856732,97.84615384615385,2.1538461538461537,1970
1804,360,349,11.0,0.0018136020151133501,0.001808880619062181,0.0019773503505302894,96.94444444444444,3.0555555555555554,1970
1902,1283,1223,60.0,0.006463476070528967,0.006338856725252285,0.010785547366528852,95.32346063912705,4.676539360872954,1970
1904,421,399,22.0,0.002120906801007557,0.002068032570217221,0.003954700701060579,94.77434679334917,5.225653206650831,1970
1906,273,262,11.0,0.0013753148614609571,0.001357956224052411,0.0019773503505302894,95.97069597069597,4.029304029304029,1970
1907,290,279,11.0,0.0014609571788413097,0.0014460678874451246,0.0019773503505302894,96.20689655172414,3.793103448275862,1970
1908,1260,1174,86.0,0.006347607052896725,0.006084887813120345,0.015459284558691354,93.17460317460318,6.825396825396825,1970
1910,1135,1095,40.0,0.005717884130982368,0.005675427730295382,0.007190364911019234,96.47577092511013,3.524229074889868,1970
1911,401,384,17.0,0.0020201511335012595,0.0019902869848707093,0.0030559050871831746,95.76059850374065,4.239401496259352,1970
1912,25,25,,0.00012594458438287153,0.00012957597557752013,,100.0,,1970
2000,339,330,9.0,0.001707808564231738,0.0017104028776232657,0.0016178321049793278,97.34513274336283,2.6548672566371683,1970
2002,1653,1603,50.0,0.008327455919395465,0.00830841155403059,0.008987956138774043,96.9751966122202,3.0248033877797944,1970
2003,252,246,6.0,0.001269521410579345,0.001275027599682798,0.0010785547366528852,97.61904761904762,2.380952380952381,1970
2100,19,19,,9.571788413098237e-05,9.84777414389153e-05,,100.0,,1970
2102,11,11,,5.5415617128463475e-05,5.701342925410885e-05,,100.0,,1970
2103,34,33,1.0,0.0001712846347607053,0.00017104028776232657,0.00017975912277548085,97.05882352941177,2.941176470588235,1970
2104,8,8,,4.030226700251889e-05,4.1464312184806436e-05,,100.0,,1970
2105,559,541,18.0,0.0028161209068010076,0.0028040241114975356,0.0032356642099586556,96.77996422182468,3.2200357781753133,1970
2200,2,2,,1.0075566750629723e-05,1.0366078046201609e-05,,100.0,,1970
2202,2612,2560,52.0,0.013158690176322417,0.01326857989913806,0.009347474384325004,98.00918836140889,1.9908116385911179,1970
2203,258,249,9.0,0.0012997481108312343,0.0012905767167521005,0.0016178321049793278,96.51162790697676,3.488372093023256,1970
2204,3111,3009,102.0,0.015672544080604534,0.015595764420510323,0.018335430523099047,96.72131147540983,3.278688524590164,1970
2205,1476,1402,74.0,0.007435768261964735,0.0072666207103873285,0.013302175085385583,94.98644986449864,5.013550135501355,1970
2206,2422,2359,63.0,0.012201511335012594,0.012226789055494798,0.011324824734855294,97.39884393063583,2.601156069364162,1970
2207,1368,1326,42.0,0.00689168765743073,0.006872709744631667,0.007549883156570196,96.9298245614035,3.070175438596491,1970
2208,4409,4283,126.0,0.022211586901763225,0.022198956135940747,0.022649649469710587,97.14220911771376,2.8577908822862326,1970
2209,421,408,13.0,0.002120906801007557,0.0021146799214251284,0.002336868596081251,96.91211401425178,3.0878859857482186,1970
2210,3433,3303,130.0,0.017294710327455918,0.017119577893301957,0.02336868596081251,96.21322458491116,3.7867754150888437,1970
2211,2330,2250,80.0,0.011738035264483627,0.011661837801976811,0.014380729822038469,96.56652360515021,3.4334763948497855,1970
2212,886,865,21.0,0.004463476070528967,0.0044833287549821965,0.003774941578285098,97.62979683972912,2.3702031602708806,1970
2213,242,237,5.0,0.0012191435768261964,0.0012283802484748907,0.0008987956138774043,97.93388429752066,2.066115702479339,1970
2214,350,344,6.0,0.0017632241813602015,0.0017829654239466769,0.0010785547366528852,98.28571428571429,1.7142857142857144,1970
2215,402,393,9.0,0.0020251889168765745,0.0020369343360786166,0.0016178321049793278,97.76119402985076,2.2388059701492535,1970
2216,59,59,,0.0002972292191435768,0.0003057993023629475,,100.0,,1970
2302,42,42,,0.00021158690176322417,0.0002176876389702338,,100.0,,1970
2303,2553,2472,81.0,0.012861460957178841,0.01281247246510519,0.01456048894481395,96.82726204465335,3.172737955346651,1970
2304,506,482,24.0,0.00254911838790932,0.002498224809134588,0.004314218946611541,95.25691699604744,4.743083003952568,1970
2305,388,379,9.0,0.001954659949622166,0.001964371789755205,0.0016178321049793278,97.68041237113401,2.3195876288659796,1970
2306,910,879,31.0,0.004584382871536524,0.0045558913013056075,0.0055725328060399065,96.5934065934066,3.4065934065934065,1970
2307,589,565,24.0,0.0029672544080604534,0.0029284170480519548,0.004314218946611541,95.92529711375212,4.074702886247878,1970
2308,554,530,24.0,0.002790931989924433,0.0027470106822434265,0.004314218946611541,95.66787003610109,4.332129963898916,1970
2309,557,541,16.0,0.0028060453400503777,0.0028040241114975356,0.0028761459644076936,97.12746858168761,2.872531418312388,1970
2310,334,319,15.0,0.0016826196473551638,0.0016533894483691568,0.002696386841632213,95.50898203592814,4.491017964071856,1970
2311,384,378,6.0,0.001934508816120907,0.0019591887507321042,0.0010785547366528852,98.4375,1.5625,1970
2312,569,543,26.0,0.002866498740554156,0.002814390189543737,0.004673737192162502,95.43057996485061,4.569420035149385,1970
2402,24,24,,0.00012090680100755668,0.00012439293655441933,,100.0,,1970
2403,1182,1143,39.0,0.005954659949622167,0.00592421360340422,0.007010605788243754,96.7005076142132,3.2994923857868024,1970
2404,392,384,8.0,0.0019748110831234256,0.0019902869848707093,0.0014380729822038468,97.95918367346938,2.0408163265306123,1970
2405,296,282,14.0,0.001491183879093199,0.001461617004514427,0.002516627718856732,95.27027027027027,4.72972972972973,1970
2406,87,85,2.0,0.00043828715365239293,0.0004405583169635684,0.0003595182455509617,97.70114942528735,2.2988505747126435,1970
2500,282,271,11.0,0.001420654911838791,0.001404603575260318,0.0019773503505302894,96.09929078014184,3.900709219858156,1970
2502,698,675,23.0,0.0035163727959697734,0.0034985513405930433,0.004134459823836059,96.70487106017191,3.29512893982808,1970
2503,296,292,4.0,0.001491183879093199,0.0015134473947454351,0.0007190364911019234,98.64864864864865,1.3513513513513513,1970
2504,1104,1071,33.0,0.005561712846347607,0.005551034793740962,0.0059320510515908685,97.01086956521739,2.989130434782609,1970
2505,4740,4591,149.0,0.023879093198992445,0.023795332155055797,0.02678410929354665,96.85654008438819,3.143459915611815,1970
2506,70,68,2.0,0.0003526448362720403,0.00035244665357085474,0.0003595182455509617,97.14285714285714,2.857142857142857,1970
2507,1229,1200,29.0,0.006191435768261965,0.006219646827720966,0.0052130145604889445,97.64035801464605,2.3596419853539463,1970
2508,728,712,16.0,0.003667506297229219,0.003690323784447773,0.0028761459644076936,97.8021978021978,2.197802197802198,1970
2602,545,528,17.0,0.0027455919395465993,0.002736644604197225,0.0030559050871831746,96.88073394495413,3.1192660550458715,1970
2604,1169,1141,28.0,0.005889168765743073,0.005913847525358018,0.005033255437713464,97.60479041916167,2.3952095808383236,1970
2605,10,9,1.0,5.0377833753148616e-05,4.664735120790724e-05,0.00017975912277548085,90.0,10.0,1970
2607,178,172,6.0,0.0008967254408060453,0.0008914827119733384,0.0010785547366528852,96.62921348314607,3.3707865168539324,1970
2608,741,713,28.0,0.0037329974811083125,0.003695506823470874,0.005033255437713464,96.221322537112,3.7786774628879893,1970
2610,857,829,28.0,0.004317380352644836,0.004296739350150567,0.005033255437713464,96.73278879813302,3.267211201866978,1970
2611,89,89,,0.00044836272040302266,0.0004612904730559716,,100.0,,1970
2612,479,464,15.0,0.002413098236775819,0.0024049301067187736,0.002696386841632213,96.86847599164928,3.1315240083507305,1970
2613,611,589,22.0,0.00307808564231738,0.003052809984606374,0.003954700701060579,96.39934533551555,3.600654664484452,1970
2614,179,174,5.0,0.0009017632241813602,0.00090184879001954,0.0008987956138774043,97.20670391061452,2.793296089385475,1970
2702,87,82,5.0,0.00043828715365239293,0.000425009199894266,0.0008987956138774043,94.25287356321839,5.747126436781609,1970
2703,270,265,5.0,0.0013602015113350126,0.0013735053411217132,0.0008987956138774043,98.14814814814815,1.8518518518518516,1970
2704,163,159,4.0,0.0008211586901763225,0.000824103204673028,0.0007190364911019234,97.54601226993866,2.4539877300613497,1970
2705,1828,1774,54.0,0.009209068010075566,0.009194711226980828,0.009706992629875967,97.04595185995623,2.954048140043764,1970
2706,100,98,2.0,0.0005037783375314861,0.0005079378242638789,0.0003595182455509617,98.0,2.0,1970
2707,256,241,15.0,0.0012896725440806045,0.001249112404567294,0.002696386841632213,94.140625,5.859375,1970
2708,403,392,11.0,0.002030226700251889,0.0020317512970555156,0.0019773503505302894,97.27047146401985,2.729528535980149,1970
2711,390,379,11.0,0.001964735516372796,0.001964371789755205,0.0019773503505302894,97.17948717948718,2.8205128205128207,1970
2712,1849,1804,45.0,0.00931486146095718,0.009350202397673852,0.008089160524896638,97.56625202812332,2.43374797187669,1970
2713,2296,2216,80.0,0.011566750629722922,0.011485614475191384,0.014380729822038469,96.51567944250871,3.484320557491289,1970
2714,15,15,,7.556675062972292e-05,7.774558534651207e-05,,100.0,,1970
2715,225,219,6.0,0.0011335012594458438,0.0011350855460590763,0.0010785547366528852,97.33333333333334,2.666666666666667,1970
2716,604,582,22.0,0.0030428211586901763,0.0030165287114446685,0.003954700701060579,96.35761589403974,3.642384105960265,1970
2717,68,66,2.0,0.0003425692695214106,0.00034208057552465314,0.0003595182455509617,97.05882352941177,2.941176470588235,1970
2718,1,1,,5.0377833753148614e-06,5.1830390231008045e-06,,100.0,,1970
2720,691,662,29.0,0.0034811083123425695,0.0034311718332927328,0.0052130145604889445,95.80318379160637,4.196816208393632,1970
2721,194,187,7.0,0.000977329974811083,0.0009692282973198505,0.001258313859428366,96.3917525773196,3.608247422680412,1970
2723,161,159,2.0,0.0008110831234256927,0.000824103204673028,0.0003595182455509617,98.75776397515527,1.2422360248447204,1970
2724,105,104,1.0,0.0005289672544080605,0.0005390360584024837,0.00017975912277548085,99.04761904761905,0.9523809523809524,1970
2725,719,688,31.0,0.0036221662468513853,0.0035659308478933538,0.0055725328060399065,95.6884561891516,4.3115438108484,1970
2726,34,32,2.0,0.0001712846347607053,0.00016585724873922574,0.0003595182455509617,94.11764705882352,5.88235294117647,1970
2727,490,476,14.0,0.0024685138539042822,0.002467126574995983,0.002516627718856732,97.14285714285714,2.857142857142857,1970
2728,773,755,18.0,0.003894206549118388,0.003913194462441108,0.0032356642099586556,97.67141009055628,2.3285899094437257,1970
2729,340,328,12.0,0.0017128463476070528,0.001700036799577064,0.0021571094733057704,96.47058823529412,3.5294117647058822,1970
2730,1246,1210,36.0,0.006277078085642317,0.006271477217951974,0.006471328419917311,97.1107544141252,2.889245585874799,1970
2731,482,469,13.0,0.0024282115869017633,0.0024308453018342777,0.002336868596081251,97.30290456431536,2.6970954356846475,1970
2732,211,207,4.0,0.0010629722921914357,0.0010728890777818667,0.0007190364911019234,98.10426540284361,1.8957345971563981,1970
2733,151,148,3.0,0.0007607052896725441,0.0007670897754189192,0.0005392773683264426,98.01324503311258,1.9867549668874174,1970
2734,722,699,23.0,0.00363727959697733,0.0036229442771474624,0.004134459823836059,96.81440443213296,3.1855955678670362,1970
2735,1307,1263,44.0,0.006584382871536524,0.006546178286176317,0.007909401402121157,96.6335118592196,3.366488140780413,1970
2736,980,953,27.0,0.0049370277078085644,0.004939436189015067,0.004853496314937983,97.24489795918367,2.7551020408163267,1970
2737,2284,2213,71.0,0.011506297229219144,0.011470065358122082,0.01276289771705914,96.89141856392294,3.1085814360770576,1970
2738,512,490,22.0,0.002579345088161209,0.0025396891213193946,0.003954700701060579,95.703125,4.296875,1970
2739,1763,1710,53.0,0.008881612090680101,0.008862996729502377,0.009527233507100486,96.99376063528076,3.0062393647192285,1970
2740,2407,2357,50.0,0.012125944584382872,0.012216422977448597,0.008987956138774043,97.9227253842958,2.077274615704196,1970
2741,1366,1329,37.0,0.006881612090680101,0.00688825886170097,0.006651087542692792,97.2913616398243,2.7086383601756956,1970
2742,190,187,3.0,0.0009571788413098237,0.0009692282973198505,0.0005392773683264426,98.42105263157895,1.5789473684210527,1970
2743,542,533,9.0,0.002730478589420655,0.0027625597993127292,0.0016178321049793278,98.33948339483395,1.6605166051660518,1970
2745,808,789,19.0,0.004070528967254408,0.004089417789226535,0.003415423332734136,97.64851485148515,2.3514851485148514,1970
2746,3795,3709,86.0,0.019118387909319898,0.019223891736680886,0.015459284558691354,97.73386034255599,2.266139657444005,1970
2747,86,86,,0.00043324937027707807,0.0004457413559866692,,100.0,,1970
2748,310,308,2.0,0.001561712846347607,0.001596376019115048,0.0003595182455509617,99.35483870967742,0.6451612903225806,1970
2802,192,189,3.0,0.0009672544080604534,0.0009795943753660521,0.0005392773683264426,98.4375,1.5625,1970
2803,40,38,2.0,0.00020151133501259446,0.0001969554828778306,0.0003595182455509617,95.0,5.0,1970
2804,1544,1512,32.0,0.0077783375314861465,0.007836755002928417,0.005752291928815387,97.92746113989638,2.072538860103627,1970
2805,1804,1762,42.0,0.00908816120906801,0.009132514758703619,0.007549883156570196,97.67184035476718,2.328159645232816,1970
2806,121,118,3.0,0.0006095717884130982,0.000611598604725895,0.0005392773683264426,97.52066115702479,2.479338842975207,1970
2807,299,292,7.0,0.0015062972292191436,0.0015134473947454351,0.001258313859428366,97.65886287625418,2.341137123745819,1970
2808,497,490,7.0,0.002503778337531486,0.0025396891213193946,0.001258313859428366,98.59154929577466,1.4084507042253522,1970
2809,203,197,6.0,0.001022670025188917,0.0010210586875508585,0.0010785547366528852,97.04433497536947,2.955665024630542,1970
2910,62,62,,0.0003123425692695214,0.0003213484194322499,,100.0,,1970
2911,37,31,6.0,0.00018639798488664987,0.00016067420971612495,0.0010785547366528852,83.78378378378379,16.216216216216218,1970
2916,1143,1102,41.0,0.005758186397984887,0.005711709003457087,0.007370124033794715,96.41294838145232,3.5870516185476813,1970
2922,7,7,,3.526448362720403e-05,3.628127316170564e-05,,100.0,,1970
3003,602,582,20.0,0.0030327455919395467,0.0030165287114446685,0.003595182455509617,96.67774086378738,3.322259136212625,1970
3004,543,530,13.0,0.0027355163727959698,0.0027470106822434265,0.002336868596081251,97.60589318600368,2.394106813996317,1970
3005,106,105,1.0,0.0005340050377833753,0.0005442190974255845,0.00017975912277548085,99.05660377358491,0.9433962264150944,1970
3102,8,8,,4.030226700251889e-05,4.1464312184806436e-05,,100.0,,1970
3103,2867,2758,109.0,0.014443324937027708,0.01429482162571202,0.019593744382527412,96.19811649808162,3.8018835019183816,1970
3104,1244,1196,48.0,0.006267002518891687,0.0061989146716285625,0.008628437893223082,96.14147909967846,3.858520900321544,1970
3105,95,87,8.0,0.00047858942065491186,0.00045092439500977,0.0014380729822038468,91.57894736842105,8.421052631578947,1970
3106,3385,3193,192.0,0.017052896725440806,0.01654944360076087,0.034513751572892326,94.32791728212703,5.67208271787297,1970
3107,6223,6043,180.0,0.03135012594458438,0.031321104816598166,0.03235664209958655,97.10750441909047,2.892495580909529,1970
3108,1456,1411,45.0,0.007335012594458438,0.007313268061595235,0.008089160524896638,96.90934065934066,3.090659340659341,1970
3109,1187,1156,31.0,0.00597984886649874,0.0059915931107045305,0.0055725328060399065,97.38837405223252,2.611625947767481,1970
3200,144,143,1.0,0.00072544080604534,0.0007411745803034151,0.00017975912277548085,99.30555555555556,0.6944444444444444,1970
3202,209,206,3.0,0.001052896725440806,0.0010677060387587658,0.0005392773683264426,98.56459330143541,1.4354066985645932,1970
3203,1207,1185,22.0,0.006080604534005038,0.006141901242374454,0.003954700701060579,98.17729908864953,1.8227009113504555,1970
3204,1062,1043,19.0,0.005350125944584383,0.00540590970109414,0.003415423332734136,98.21092278719398,1.7890772128060264,1970
3205,916,904,12.0,0.004614609571788413,0.004685467276883128,0.0021571094733057704,98.68995633187772,1.3100436681222707,1970
3206,40,40,,0.00020151133501259446,0.0002073215609240322,,100.0,,1970
3207,1325,1289,36.0,0.006675062972292191,0.006680937300776938,0.006471328419917311,97.28301886792453,2.7169811320754715,1970
3300,285,281,4.0,0.0014357682619647355,0.0014564339654913262,0.0007190364911019234,98.59649122807016,1.4035087719298245,1970
3302,40,37,3.0,0.00020151133501259446,0.0001917724438547298,0.0005392773683264426,92.5,7.5,1970
3303,118,116,2.0,0.0005944584382871536,0.0006012325266796934,0.0003595182455509617,98.30508474576271,1.694915254237288,1970
3304,2838,2792,46.0,0.014297229219143576,0.014471044952497448,0.008268919647672119,98.37914023960536,1.620859760394644,1970
3305,322,318,4.0,0.0016221662468513854,0.001648206409346056,0.0007190364911019234,98.75776397515527,1.2422360248447204,1970
3306,138,136,2.0,0.0006952141057934509,0.0007048933071417095,0.0003595182455509617,98.55072463768117,1.4492753623188406,1970
3307,25,25,,0.00012594458438287153,0.00012957597557752013,,100.0,,1970
3308,599,593,6.0,0.003017632241813602,0.003073542140698777,0.0010785547366528852,98.9983305509182,1.001669449081803,1970
3309,51,51,,0.00025692695214105793,0.00026433499017814105,,100.0,,1970
3310,359,355,4.0,0.0018085642317380354,0.0018399788532007858,0.0007190364911019234,98.88579387186628,1.1142061281337048,1970
3311,210,208,2.0,0.001057934508816121,0.0010780721168049674,0.0003595182455509617,99.04761904761905,0.9523809523809524,1970
3312,4605,4528,77.0,0.023198992443324937,0.023468800696600445,0.013841452453712025,98.32790445168295,1.6720955483170468,1970
3313,128,120,8.0,0.0006448362720403023,0.0006219646827720966,0.0014380729822038468,93.75,6.25,1970
3314,1194,1184,10.0,0.006015113350125945,0.006136718203351353,0.0017975912277548086,99.16247906197655,0.8375209380234505,1970
3315,592,559,33.0,0.002982367758186398,0.0028973188139133498,0.0059320510515908685,94.42567567567568,5.574324324324325,1970
3316,522,516,6.0,0.0026297229219143575,0.0026744481359200155,0.0010785547366528852,98.85057471264368,1.1494252873563218,1970
3317,535,525,10.0,0.002695214105793451,0.0027210954871279224,0.0017975912277548086,98.13084112149532,1.8691588785046727,1970
3318,341,332,9.0,0.0017178841309823678,0.0017207689556694673,0.0016178321049793278,97.36070381231671,2.6392961876832843,1970
3319,15,14,1.0,7.556675062972292e-05,7.256254632341127e-05,0.00017975912277548085,93.33333333333333,6.666666666666667,1970
3320,3392,3367,25.0,0.01708816120906801,0.01745129239078041,0.004493978069387021,99.2629716981132,0.7370283018867925,1970
3321,283,278,5.0,0.0014256926952141058,0.0014408848484220237,0.0008987956138774043,98.23321554770318,1.76678445229682,1970
3322,343,332,11.0,0.0017279596977329975,0.0017207689556694673,0.0019773503505302894,96.7930029154519,3.206997084548105,1970
3402,48,47,1.0,0.00024181360201511336,0.00024360283408573783,0.00017975912277548085,97.91666666666666,2.083333333333333,1970
3404,528,513,15.0,0.002659949622166247,0.002658899018850713,0.002696386841632213,97.1590909090909,2.840909090909091,1970
3500,25,25,,0.00012594458438287153,0.00012957597557752013,,100.0,,1970
3504,267,252,15.0,0.001345088161209068,0.0013061258338214028,0.002696386841632213,94.3820224719101,5.617977528089887,1970
3505,109,109,,0.0005491183879093199,0.0005649512535179877,,100.0,,1970
3506,212,204,8.0,0.0010680100755667507,0.0010573399607125642,0.0014380729822038468,96.22641509433963,3.7735849056603774,1970
3600,1177,1145,32.0,0.005929471032745592,0.005934579681450422,0.005752291928815387,97.28122344944775,2.7187765505522514,1970
3603,67,66,1.0,0.00033753148614609573,0.00034208057552465314,0.00017975912277548085,98.50746268656717,1.4925373134328357,1970
3604,257,252,5.0,0.0012947103274559195,0.0013061258338214028,0.0008987956138774043,98.0544747081712,1.9455252918287937,1970
3605,120,116,4.0,0.0006045340050377833,0.0006012325266796934,0.0007190364911019234,96.66666666666667,3.3333333333333335,1970
